Predator,Prey,Pred Taxon,Prey Taxon,Feeding Link?,Specificity,Reference,Notes
Embiotoca jacksoni,Strongylocentrotus franciscanus,Other Fish,Urchins,1,Group,Holbrook et al.1985,small/juvenile
Embiotoca jacksoni,Strongylocentrotus purpuratus,Other Fish,Urchins,1,Group,Holbrook et al.1985,small/juvenile
Embiotoca jacksoni,Tegula spp.,Other Fish,Gastropods,1,Group,Robbins 2006,"""small gastropods"""
Embiotoca jacksoni,Thalamoporella californica,Other Fish,Bryozoans,1,Species,Ellison et al.1979,
Embiotoca jacksoni,Unidentified Arborescent Bryozoan spp.,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Unidentified compound tunicate ,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Embiotoca lateralis,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Cowen 1979,
Embiotoca lateralis,Archidistoma spp.,Other Fish,Tunicates,1,Group,Cowen 1979,"""compound ascidians"""
Embiotoca lateralis,Barnacle spp.,Other Fish,Barnacle,1,Species,Cowen 1979,
Embiotoca lateralis,Bugula californica,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Bugula neritina,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Love 1996,
Embiotoca lateralis,Costazia spp.,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Crassadoma gigantea,Other Fish,Bivalves,1,Group,Cowen 1979,small/juvenile
Embiotoca lateralis,Crisia occidentalis,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Didemnum spp.,Other Fish,Tunicates,1,Group,Cowen 1979,"""compound ascidians"""
Embiotoca lateralis,Diopatra ornata,Other Fish,Polychaetes,1,Group,Love 1996,
Embiotoca lateralis,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Love 1996,
Embiotoca lateralis,Encrusting Bryozoan spp.,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Euherdmania claviformis,Other Fish,Tunicates,1,Group,Cowen 1979,"""compound ascidians"""
Embiotoca lateralis,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Genus,Bryant 1978,small/juvenile
Embiotoca lateralis,Lytechinus anamesus,Other Fish,Urchins,1,Group,Holbrook et al.1985,small/juvenile
Embiotoca lateralis,Mitra idae,Other Fish,Gastropods,1,Group,Holbrook et al.1985,small gastropods
Embiotoca lateralis,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Cowen 1979,
Embiotoca lateralis,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Cowen 1979,
Embiotoca lateralis,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Love 1996,
Embiotoca lateralis,Polyclinum planum,Other Fish,Tunicates,1,Group,Cowen 1979,"""compound ascidians"""
Embiotoca lateralis,Pugettia producta,Other Fish,Crabs & Lobsters,1,Species,Bryant 1978,
Embiotoca lateralis,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Love 1996,
Embiotoca lateralis,Strongylocentrotus franciscanus,Other Fish,Urchins,1,Group,Holbrook et al.1985,small/juvenile
Embiotoca lateralis,Strongylocentrotus purpuratus,Other Fish,Urchins,1,Group,Holbrook et al.1985,small/juvenile
Embiotoca lateralis,Tegula spp.,Other Fish,Gastropods,1,Species,Bryant 1978,
Embiotoca lateralis,Thalamoporella californica,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Unidentified Arborescent Bryozoan spp.,Other Fish,Bryozoans,1,Group,Cowen 1979,
Embiotoca lateralis,Unidentified compound tunicate ,Other Fish,Tunicates,1,Group,Cowen 1979,"""compound ascidians"""
Embiotoca spp.,Amphipod tube mat ,Other Fish,Amphipod,1,Species,,
Gibbonsia montereyensis,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Grossman 1986,
Gibbonsia montereyensis,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Diopatra ornata,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Pista elongata,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia montereyensis,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Grossman 1986,
Gibbonsia spp.,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Diopatra ornata,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Pista elongata,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Grossman 1986,
Gibbonsia spp.,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Grossman 1986,
Girella nigricans,Abietinaria spp.,Other Fish,Hydroids,1,Group,Hobson and Chess 2001,
Girella nigricans,Acrosorium uncinatum,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Aglaophenia spp.,Other Fish,Hydroids,1,Group,Hobson and Chess 2001,
Girella nigricans,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Barry and Ehret 1993,
Girella nigricans,Blade Unidentified kelp juveniles ,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Blady red spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Bossiella orbigiana,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Botryocladia pseudodichotoma,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Botryoglossum farlowianum,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Branching Red Algae spp.,Other Fish,Algae,1,Species,Hobson and Chess 2001,
Girella nigricans,Calliarthron cheilosporioid,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Callophyllis flabellulata,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Chondracanthus corymbiferus,Other Fish,Algae,1,Genus,Barry and Ehret 1993,
Girella nigricans,Chondracanthus spinosa,Other Fish,Algae,1,Genus,Barry and Ehret 1993,
Girella nigricans,Cladophora graminea,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Codium fragile,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Colpomenia spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Corallina officinalis,Other Fish,Algae,1,Genus,Barry and Ehret 1993,
Girella nigricans,Cryptopleura spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Cystoseira osmundacea,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Dictyopteris undulata,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Dictyota spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Egregia menziesii,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Egregia menziesii,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Eisenia arborea,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Eisenia arborea,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Encrusting red algae spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Filamentous brown spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Filamentous green spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Filamentous red spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Gelidium robustum,Other Fish,Algae,1,Family,Barry and Ehret 1993,
Girella nigricans,Gracilaria spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Iridaea spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Laminaria farlowii,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Laminaria farlowii,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Laurencia spectabilis,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Laurencia spp.,Other Fish,Algae,1,Species,Barry and Ehret 1993,
Girella nigricans,Lithothrix spp.,Other Fish,Algae,0,Species,Barry and Ehret 1993,
Girella nigricans,Macrocystis pyrifera,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Mitra idae,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,
Girella nigricans,Neoagardhiella baileyi,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,"Neoptilota,Ptilota,Rhodoptilum spp.",Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Nienburgia andersoniana,Other Fish,Algae,1,Species,Barry and Ehret 1993,
Girella nigricans,Obelia spp.,Other Fish,Hydroids,1,Group,Hobson and Chess 2001,
Girella nigricans,Phidolopora labiata,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Girella nigricans,Phycodrys setchellii,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Phyllospadix torreyi,Other Fish,Seagrass,1,Species,Barry and Ehret 1993,
Girella nigricans,Plumularia spp.,Other Fish,Hydroids,1,Group,Hobson and Chess 2001,
Girella nigricans,Polyneura latissima,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Prionitis lanceolata,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Pterosiphonia dendroidea,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Pterygophora californica,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Pterygophora californica,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Red Algal Turf spp.,Other Fish,Algae,1,Species,Barry and Ehret 1993,
Girella nigricans,Rhodymenia californica,Other Fish,Algae,1,Genus,Barry and Ehret 1993,
Girella nigricans,Rhodymenia pacifica,Other Fish,Algae,1,Genus,Barry and Ehret 1993,
Girella nigricans,Sarcodiotheca furcata,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Sargassum muticum,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Scinaia confusa,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Scytosiphon lomentaria,Other Fish,Algae,0,Species,Barry and Ehret 1993,
Girella nigricans,Stenogramme interrupta,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Taonia spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Ulva spp.,Other Fish,Algae,1,Species,Barry and Ehret 1993,
Girella nigricans,Unidentified brown blade spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Unidentified erect coralline spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Girella nigricans,Unidentified hydroid spp.,Other Fish,Hydroids,1,Group,Hobson and Chess 2001,
Girella nigricans,Weeksia spp.,Other Fish,Algae,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Hobson and Chess 2001,
Halichoeres semicinctus,Archidistoma spp.,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Bugula californica,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Bugula neritina,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Clavelina spp.,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Conus californicus,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Costazia spp.,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Crisia occidentalis,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Cypraea spadicea,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Didemnum spp.,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Encrusting Bryozoan spp.,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Euherdmania claviformis,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Mitra idae,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,small gastropods
Halichoeres semicinctus,Mytilus californianus,Other Fish,Bivalves,1,Species,Robles and Robb 1993,
Halichoeres semicinctus,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Ophiothrix spiculata,Other Fish,Ophioroids,1,Species,Quast 1968,
Halichoeres semicinctus,Polyclinum planum,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Pteropurpura trialata,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,small gastropods
Halichoeres semicinctus,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,"""spider crabs"""
Halichoeres semicinctus,Pycnoclavella stanleyi,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Stylela montereyensis,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Tegula spp.,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,small gastropods
Halichoeres semicinctus,Thalamoporella californica,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Unidentified Arborescent Bryozoan spp.,Other Fish,Bryozoans,1,Group,Hobson and Chess 2001,
Halichoeres semicinctus,Unidentified compound tunicate ,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Haliotis corrugata,Blade Unidentified kelp juveniles ,Abalones,Algae,1,Species,Tutschulte and Connell 1988,
Haliotis corrugata,Blady red spp.,Abalones,Algae,1,Species,Tutschulte and Connell 1988,
Haliotis corrugata,Calliarthron cheilosporioid,Abalones,Algae,1,Group,Tutschulte and Connell 1988,
Haliotis corrugata,Chondracanthus corymbiferus,Abalones,Algae,0,Species,Tutschulte and Connell 1988,
Haliotis corrugata,Chondracanthus spinosa,Abalones,Algae,0,Species,Tutschulte and Connell 1988,
Haliotis corrugata,Corallina officinalis,Abalones,Algae,1,Group,Tutschulte and Connell 1988,
Haliotis corrugata,Cystoseira osmundacea,Abalones,Algae,1,Species,Leighton 1966,
Haliotis corrugata,Dictyopteris undulata,Abalones,Algae,1,Species,Tutschulte and Connell 1988,
Haliotis corrugata,Egregia menziesii,Abalones,Algae,1,Species,"Leighton 1966, Tutschulte and Connell 1988",
Haliotis corrugata,Eisenia arborea,Abalones,Algae,1,Species,"Leighton 1966, Tutschulte and Connell 1988",
Haliotis corrugata,Laminaria farlowii,Abalones,Algae,1,Species,Leighton 1966,
Haliotis corrugata,Lithothrix spp.,Abalones,Algae,1,Group,Tutschulte and Connell 1988,
Haliotis corrugata,Macrocystis pyrifera,Abalones,Algae,1,Species,"Leighton 1966, Tutschulte and Connell 1988",
Haliotis corrugata,Pterygophora californica,Abalones,Algae,1,Species,Leighton 1966,
Haliotis corrugata,Unidentified brown blade spp.,Abalones,Algae,1,Group,Tutschulte and Connell 1988,
Haliotis corrugata,Unidentified erect coralline spp.,Abalones,Algae,1,Group,Tutschulte and Connell 1988,
Haliotis cracherodii,Blade Unidentified kelp juveniles ,Abalones,Algae,1,Species,Leighton and Boolootian 1963,
Haliotis cracherodii,Blady red spp.,Abalones,Algae,1,Group,Leighton and Boolootian 1963,
Haliotis cracherodii,Bossiella orbigiana,Abalones,Algae,1,Genus,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Chondracanthus corymbiferus,Abalones,Algae,0,Species,Leighton 1959,
Haliotis cracherodii,Chondracanthus spinosa,Abalones,Algae,0,Species,Leighton 1959,
Haliotis cracherodii,Corallina officinalis,Abalones,Algae,1,Genus,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Egregia menziesii,Abalones,Algae,1,Species,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Eisenia arborea,Abalones,Algae,1,Species,Leighton and Boolootian 1963,
Haliotis cracherodii,Encrusting Bryozoan spp.,Abalones,Bryozoans,1,Group,Leighton and Boolootian 1963,
Haliotis cracherodii,Encrusting sponge spp.,Abalones,Sponges,1,Group,Leighton and Boolootian 1963,
Haliotis cracherodii,Gelidium robustum,Abalones,Algae,1,Species,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Celleporella pacifica,Abalones,Bryozoans,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Hippodplosia Insculpta,Abalones,Bryozoans,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Hymenamphiastra cyanocrypta,Abalones,Sponges,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Laminaria farlowii,Abalones,Algae,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Macrocystis pyrifera,Abalones,Algae,1,Species,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Phidolopora labiata,Abalones,Bryozoans,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Pterygophora californica,Abalones,Algae,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Spheciospongia confoederata,Abalones,Sponges,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Unidentified brown blade spp.,Abalones,Algae,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis cracherodii,Unidentified erect coralline spp.,Abalones,Algae,1,Group,"Leighton 1959, Leighton and Boolootian 1963",
Haliotis kamtschatkana,Blade Unidentified kelp juveniles ,Abalones,Algae,1,Species,Leighton 1966,No information for local species
Haliotis kamtschatkana,Chondracanthus corymbiferus,Abalones,Algae,1,Species,Leighton 1966,No information for local species
Haliotis kamtschatkana,Chondracanthus spinosa,Abalones,Algae,1,Species,Leighton 1966,No information for local species
Haliotis kamtschatkana,Cystoseira osmundacea,Abalones,Algae,1,Species,Leighton 1966,No information for local species
Haliotis kamtschatkana,Laminaria farlowii,Abalones,Algae,1,Species,Leighton 1966,No information for local species
Haliotis kamtschatkana,Macrocystis pyrifera,Abalones,Algae,1,Species,Leighton 1966,No information for local species
Haliotis kamtschatkana,Unidentified brown blade spp.,Abalones,Algae,0,Species,Leighton 1966,No information for local species
Haliotis rufescens,Blade Unidentified kelp juveniles ,Abalones,Algae,1,Species,Leighton 1966,
Haliotis rufescens,Chondracanthus corymbiferus,Abalones,Algae,1,Species,Leighton 1966,
Haliotis rufescens,Chondracanthus spinosa,Abalones,Algae,1,Species,Leighton 1966,
Haliotis rufescens,Cystoseira osmundacea,Abalones,Algae,1,Species,Leighton 1966,
Haliotis rufescens,Laminaria farlowii,Abalones,Algae,1,Species,Leighton 1966,
Haliotis rufescens,Macrocystis pyrifera,Abalones,Algae,1,Species,Leighton 1966,
Haliotis rufescens,Unidentified brown blade spp.,Abalones,Algae,0,Species,Leighton 1966,
Heterostichus rostratus,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Love 1996,
Heterostichus rostratus,Brachyistius frenatus,Other Fish,Other Fish,1,Species,Love 1996,
Heterostichus rostratus,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,small crustaceans
Heterostichus rostratus,Mitra idae,Other Fish,Gastropods,1,Group,Quast 1968,small mollusks
Heterostichus rostratus,Oxyjulis californica,Other Fish,Other Fish,1,Species,Love 1996,
Heterostichus rostratus,Pteropurpura trialata,Other Fish,Gastropods,1,Group,Quast 1968,small mollusks
Heterostichus rostratus,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,small crustaceans
Heterostichus rostratus,Tegula spp.,Other Fish,Gastropods,1,Group,Quast 1968,small mollusks
Hexagrammos decagrammus,Alloclinus holderi,Other Fish,Other Fish,1,Group,Love 1996,small fish
Hexagrammos decagrammus,Archidistoma spp.,Other Fish,Tunicates,1,Group,Howard and Silerberg 2001,
Hexagrammos decagrammus,Cancer spp.,Other Fish,Crabs & Lobsters,1,Species,Grossman 1986,
Hexagrammos decagrammus,Clavelina spp.,Other Fish,Tunicates,1,Group,Howard and Silerberg 2001,
Hexagrammos decagrammus,Cymatogaster aggregata,Other Fish,Other Fish,1,Group,Love 1996,small fish
Hexagrammos decagrammus,Didemnum spp.,Other Fish,Tunicates,1,Group,Love 1996,
Hexagrammos decagrammus,Diopatra ornata,Other Fish,Polychaetes,1,Group,Love 1996,
Hexagrammos decagrammus,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Love 1996,
Hexagrammos decagrammus,Euherdmania claviformis,Other Fish,Tunicates,1,Group,Love 1996,
Hexagrammos decagrammus,Haliotis corrugata,Other Fish,Abalones,1,Group,Bryant 1978,
Hexagrammos decagrammus,Haliotis cracherodii,Other Fish,Abalones,1,Group,Bryant 1978,
Hexagrammos decagrammus,Haliotis kamtschatkana,Other Fish,Abalones,1,Group,Bryant 1978,
