Predator,Prey,Pred Taxon,Prey Taxon,Feeding Link?,Specificity,Reference,Notes
Paralabrax nebulifer,Lythrypnus dalli,Other Fish,Other Fish,1,Species,Steele 1997,
Paralabrax nebulifer,Octopus spp.,Other Fish,Cephalopods,1,Species,Roberts et al.1984,
Paralabrax nebulifer,Ophioplocus esmarki,Other Fish,Ophioroids,1,Family,"Quast 1968, Roberts et al.1984",
Paralabrax nebulifer,Ophiothrix spiculata,Other Fish,Ophioroids,1,Species,Quast 1968,
Paralabrax nebulifer,Pachythyone rubra,Other Fish,Sea Cucumbers,1,Group,Quast 1968,
Paralabrax nebulifer,Panulirus interruptus,Other Fish,Crabs & Lobsters,1,Species,Limbaugh 1955,
Paralabrax nebulifer,Parastichopus californicus,Other Fish,Sea Cucumbers,1,Group,Quast 1968,
Paralabrax nebulifer,Parastichopus parvimensis,Other Fish,Sea Cucumbers,1,Group,Quast 1968,
Paralabrax nebulifer,Phanerodon furcatus,Other Fish,Other Fish,1,Family,Roberts et al.1984,
Paralabrax nebulifer,Pugettia producta,Other Fish,Crabs & Lobsters,1,Family,Roberts et al.1984,
Paralabrax nebulifer,Rhacochilus toxotes,Other Fish,Other Fish,1,Family,Roberts et al.1984,
Paralabrax nebulifer,Rhacochilus vacca,Other Fish,Other Fish,1,Family,Roberts et al.1984,
Paralabrax nebulifer,Rhinogobiops nicholsii,Other Fish,Other Fish,1,Species,"Wiley 1973, Steele 1997",
Paralichthys californicus,Alloclinus holderi,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Anisotremus davidsonii,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Aulorhynchus flavidus,Other Fish,Other Fish,1,Species,Limbaugh 1955,
Paralichthys californicus,Bothid spp.,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Brachyistius frenatus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Caulolatilus princeps,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Chromis punctipinnis,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Citharichthys stigmaeus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Cottid spp.,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Cymatogaster aggregata,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Embiotoca jacksoni,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Embiotoca lateralis,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Embiotoca spp.,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Gibbonsia montereyensis,Other Fish,Other Fish,1,Species,Limbaugh 1955,
Paralichthys californicus,Gibbonsia spp.,Other Fish,Other Fish,1,Species,Limbaugh 1955,
Paralichthys californicus,Girella nigricans,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Halichoeres semicinctus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Heterostichus rostratus,Other Fish,Other Fish,1,Family,Limbaugh 1955,
Paralichthys californicus,Hexagrammos decagrammus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Hyperprosopon argenteum,Other Fish,Other Fish,1,Species,Limbaugh 1955,
Paralichthys californicus,Hypsurus caryi,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Hypsypops rubicundus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Leiocottus hirundo,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Lythrypnus dalli,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Medialuna californiensis,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Neoclinus blanchardi,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Ophiodon elongatus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Orthonopias triacis,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Oxyjulis californica,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Oxylebius pictus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Paralabrax clathratus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Paralabrax nebulifer,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Paralichthys californicus,Other Fish,Other Fish,1,Species,Limbaugh 1955,
Paralichthys californicus,Phanerodon furcatus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Rhacochilus toxotes,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Rhacochilus vacca,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Rhinogobiops nicholsii,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Scorpaena guttata,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Scorpaenichthys marmoratus,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes atrovirens,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes auriculatus,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes carnatus,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes caurinus,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes chrysomelas,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes mystinus,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes paucispinis,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes serranoides,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes serriceps,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sebastes spp.,Other Fish,Rockfish,1,Family,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Semicossyphus pulcher,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Sphyraena argentea,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Stereolepis gigas,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Paralichthys californicus,Syngnathus spp.,Other Fish,Other Fish,1,Group,"Quast 1968, Love 1996","""fish of all sizes"", ""almost any fish that comes by is fair game"""
Phanerodon furcatus,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Love 1996,
Phanerodon furcatus,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,
Phanerodon furcatus,Diopatra ornata,Other Fish,Polychaetes,1,Group,"Ellison 1979, Barry et al.1996",
Phanerodon furcatus,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,"Ellison 1979, Barry et al.1996",
Phanerodon furcatus,Hiatella arctica,Other Fish,Bivalves,1,Species,Ellison 1979,
Phanerodon furcatus,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Group,"Ellison 1979, Barry et al.1996",small
Phanerodon furcatus,Mytilus californianus,Other Fish,Bivalves,1,Species,"Quast 1968, Ellison 1979",
Phanerodon furcatus,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Ellison 1979,
Phanerodon furcatus,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Ellison 1979,
Phanerodon furcatus,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,"Ellison 1979, Barry et al.1996",
Phanerodon furcatus,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,
Phanerodon furcatus,Sabellid Worm ,Other Fish,Polychaetes,1,Group,"Ellison 1979, Barry et al.1996",
Pisaster brevispinus,Barnacle spp.,Sea Stars,Barnacle,1,Species,"Mauzey et al.1968, Van Veldhuizen 1978",
Pisaster brevispinus,Chaceia ovoidea,Sea Stars,Pholads,1,Species,Rosenthal 1974,
Pisaster brevispinus,Crassadoma gigantea,Sea Stars,Bivalves,1,Group,Van Veldhuizen 1978,
Pisaster brevispinus,Diopatra ornata,Sea Stars,Sessile Worms,1,Group,Van Veldhuizen 1978,
Pisaster brevispinus,Dodecaceria fewkesi,Sea Stars,Sessile Worms,1,Group,Van Veldhuizen 1978,
Pisaster brevispinus,Hiatella arctica,Sea Stars,Bivalves,1,Group,Van Veldhuizen 1978,
Pisaster brevispinus,Kelletia kelletii,Sea Stars,Gastropods,1,Species,Rosenthal 1974,
Pisaster brevispinus,Mytilus californianus,Sea Stars,Bivalves,1,Species,Van Veldhuizen and Phillips 1978,
Pisaster brevispinus,Parapholas californica,Sea Stars,Pholads,1,Species,Rosenthal 1974,
Pisaster brevispinus,Pholad Unidentified ,Sea Stars,Pholads,1,Species,Rosenthal 1974,
Pisaster brevispinus,Phragmatopoma californica,Sea Stars,Sessile Worms,1,Group,Van Veldhuizen 1978,
Pisaster brevispinus,Sabellid Worm ,Sea Stars,Sessile Worms,1,Group,Van Veldhuizen 1978,
Pisaster giganteus,Balanophyllia elegans,Sea Stars,Corals,1,Species,Harrold 1981,
Pisaster giganteus,Barnacle spp.,Sea Stars,Barnacle,1,Species,Harrold 1981,
Pisaster giganteus,Chaceia ovoidea,Sea Stars,Pholads,1,Species,Rosenthal 1974,
Pisaster giganteus,Cirriformia luxuriosa,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Conus californicus,Sea Stars,Gastropods,1,Species,Harrold 1981,
Pisaster giganteus,Diaperoecia californica,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Diopatra ornata,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Diopatra ornata,Sea Stars,Sessile Worms,1,Species,Rosenthal 1974,
Pisaster giganteus,Dodecaceria fewkesi,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Haliotis corrugata,Sea Stars,Abalones,1,Group,Harrold 1981,
Pisaster giganteus,Haliotis cracherodii,Sea Stars,Abalones,1,Group,Harrold 1981,
Pisaster giganteus,Haliotis kamtschatkana,Sea Stars,Abalones,1,Group,Harrold 1981,
Pisaster giganteus,Haliotis rufescens,Sea Stars,Abalones,1,Group,Harrold 1981,
Pisaster giganteus,Kelletia kelletii,Sea Stars,Gastropods,1,Species,Rosenthal 1974,
Pisaster giganteus,Lithopoma spp.,Sea Stars,Gastropods,1,Species,Rosenthal 1974,
Pisaster giganteus,Mytilus californianus,Sea Stars,Bivalves,1,Species,Landenberger 1968,
Pisaster giganteus,Parapholas californica,Sea Stars,Pholads,1,Species,Rosenthal 1974,
Pisaster giganteus,Pholad Unidentified ,Sea Stars,Pholads,1,Species,Rosenthal 1974,
Pisaster giganteus,Phragmatopoma californica,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Pista elongata,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Pteropurpura trialata,Sea Stars,Gastropods,1,Species,Harrold 1981,
Pisaster giganteus,Sabellid Worm ,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Salmacina tribranchiata,Sea Stars,Sessile Worms,1,Group,Harrold 1981,
Pisaster giganteus,Serpulorbis squamiger,Sea Stars,Vermetid Gastropod,1,Species,Harrold 1981,
Pisaster giganteus,Tegula spp.,Sea Stars,Gastropods,1,Species,Harrold 1981,
Pisaster ochraceus,Barnacle spp.,Sea Stars,Barnacle,1,Species,Mauzey et al.1968,
Pisaster ochraceus,Mytilus californianus,Sea Stars,Bivalves,1,Species,Mauzey et al.1968,
Platyrhinoidis triseriata,Cancer spp.,Elasmobranch,Crabs & Lobsters,1,Group,Love 1996,
Platyrhinoidis triseriata,Diopatra ornata,Elasmobranch,Polychaetes,1,Species,Limbaugh 1955,"""sand-dwelling worms"""
Platyrhinoidis triseriata,Hiatella arctica,Elasmobranch,Bivalves,1,Group,Love 1996,
Platyrhinoidis triseriata,Loxorhynchus grandis,Elasmobranch,Crabs & Lobsters,1,Group,Love 1996,
Platyrhinoidis triseriata,Pugettia producta,Elasmobranch,Crabs & Lobsters,1,Group,Love 1996,
Platyrhinoidis triseriata,Sabellid Worm ,Elasmobranch,Polychaetes,1,Group,Limbaugh 1955,"""sand-dwelling worms"""
Pugettia producta,Blade Unidentified kelp juveniles ,Crabs & Lobsters,Algae,1,Species,Fitzgerald 1979,
Pugettia producta,Cystoseira osmundacea,Crabs & Lobsters,Algae,1,Species,Leighton 1966,
Pugettia producta,Egregia menziesii,Crabs & Lobsters,Algae,1,Species,Leighton 1966,
Pugettia producta,Filamentous green spp.,Crabs & Lobsters,Algae,1,Species,Fitzgerald 1979,
Pugettia producta,Laminaria farlowii,Crabs & Lobsters,Algae,1,Species,Leighton 1966,
Pugettia producta,Macrocystis pyrifera,Crabs & Lobsters,Algae,1,Species,"Leighton 1966, Hines 1982, Iampietro 1999",
Pugettia producta,Obelia spp.,Crabs & Lobsters,Hydroids,1,Species,Fitzgerald 1979,
Pugettia producta,Phyllospadix torreyi,Crabs & Lobsters,Seagrass,1,Species,Iampietro 1999,
Pugettia producta,Pterosiphonia dendroidea,Crabs & Lobsters,Algae,1,Species,Fitzgerald 1979,
Pugettia producta,Pterygophora californica,Crabs & Lobsters,Algae,1,Species,Leighton 1966,
Pugettia producta,Pugettia producta,Crabs & Lobsters,Crabs & Lobsters,1,Species,"Johnson 2005, Byrnes pers. obs.",
Pugettia producta,Red Algal Turf spp.,Crabs & Lobsters,Algae,1,Species,Fitzgerald 1979,
Pugettia producta,Sarcodiotheca furcata,Crabs & Lobsters,Algae,1,Species,Hultgren and Stachowicz 2008,
Pugettia producta,Ulva spp.,Crabs & Lobsters,Algae,1,Species,Fitzgerald 1979,
Pycnopodia helianthoides,Cancer spp.,Sea Stars,Crabs & Lobsters,1,Species,"Paul and Feder 1975, Shiviji et al.1983",
Pycnopodia helianthoides,Conus californicus,Sea Stars,Gastropods,1,Group,Paul and Feder 1975,
Pycnopodia helianthoides,Cypraea spadicea,Sea Stars,Gastropods,1,Group,Paul and Feder 1975,
Pycnopodia helianthoides,Dermasterias imbricata,Sea Stars,Sea Stars,1,Species,Paul and Feder 1975,
Pycnopodia helianthoides,Diopatra ornata,Sea Stars,Sessile Worms,1,Group,Paul and Feder 1975,
Pycnopodia helianthoides,Dodecaceria fewkesi,Sea Stars,Sessile Worms,1,Group,Paul and Feder 1975,
Pycnopodia helianthoides,Haliotis corrugata,Sea Stars,Abalones,1,Group,Curtner 1917,
Pycnopodia helianthoides,Haliotis cracherodii,Sea Stars,Abalones,1,Group,Curtner 1917,
Pycnopodia helianthoides,Haliotis kamtschatkana,Sea Stars,Abalones,1,Species,Curtner 1917,
Pycnopodia helianthoides,Haliotis rufescens,Sea Stars,Abalones,1,Species,Curtner 1917,
Pycnopodia helianthoides,Kelletia kelletii,Sea Stars,Gastropods,1,Species,Byrnes pers. obs.,
Pycnopodia helianthoides,Lithopoma spp.,Sea Stars,Gastropods,1,Group,Paul and Feder 1975,
Pycnopodia helianthoides,Loxorhynchus grandis,Sea Stars,Crabs & Lobsters,1,Group,Mauzey et al.1968,
Pycnopodia helianthoides,Mytilus californianus,Sea Stars,Bivalves,1,Species,Shiviji et al.1983,
Pycnopodia helianthoides,Ophiothrix spiculata,Sea Stars,Ophioroids,1,Species,S. Anderson Pers. Obs,
Pycnopodia helianthoides,Pachythyone rubra,Sea Stars,Sea Cucumbers,1,Species,Byrnes pers. obs.,
Pycnopodia helianthoides,Phragmatopoma californica,Sea Stars,Sessile Worms,1,Group,Paul and Feder 1975,
Pycnopodia helianthoides,Pisaster ochraceus,Sea Stars,Sea Stars,1,Species,Mauzey et al.1968,
Pycnopodia helianthoides,Pteropurpura trialata,Sea Stars,Gastropods,1,Species,Byrnes pers. obs.,
Pycnopodia helianthoides,Pugettia producta,Sea Stars,Crabs & Lobsters,1,Species,Shiviji et al.1983,
Pycnopodia helianthoides,Pycnopodia helianthoides,Sea Stars,Sea Stars,1,Species,Mauzey et al.1968,
Pycnopodia helianthoides,Sabellid Worm ,Sea Stars,Sessile Worms,1,Species,Paul and Feder 1975,
Pycnopodia helianthoides,Strongylocentrotus franciscanus,Sea Stars,Urchins,1,Species,"Mauzey et al.1968, Byrnes et al.2006",
Pycnopodia helianthoides,Strongylocentrotus purpuratus,Sea Stars,Urchins,1,Species,"Mauzey et al.1968, Byrnes et al.2006",
Rhacochilus toxotes,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Love 1996,
Rhacochilus toxotes,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,small crabs
Rhacochilus toxotes,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Quast 1968,
Rhacochilus toxotes,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Quast 1968,
Rhacochilus toxotes,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,small crabs
Rhacochilus vacca,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Limbaugh 1955,
Rhacochilus vacca,Barnacle spp.,Other Fish,Barnacle,1,Species,Ellison et al.1979,
Rhacochilus vacca,Bugula californica,Other Fish,Bryozoans,1,Species,Ellison et al.1979,
Rhacochilus vacca,Bugula neritina,Other Fish,Bryozoans,1,Species,Ellison et al.1979,
Rhacochilus vacca,Cancer spp.,Other Fish,Crabs & Lobsters,1,Species,Ellison et al.1979,
Rhacochilus vacca,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Conus californicus,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Rhacochilus vacca,Costazia spp.,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhacochilus vacca,Crisia occidentalis,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhacochilus vacca,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Diopatra ornata,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Encrusting Bryozoan spp.,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhacochilus vacca,Celleporella pacifica,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhacochilus vacca,Hiatella arctica,Other Fish,Bivalves,1,Species,Limbaugh 1955,
Rhacochilus vacca,Hippodplosia Insculpta,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhacochilus vacca,Kelletia kelletii,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Rhacochilus vacca,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Family,Ellison et al.1979,
Rhacochilus vacca,Lytechinus anamesus,Other Fish,Urchins,1,Group,Ellison et al.1979,
Rhacochilus vacca,Mytilus californianus,Other Fish,Bivalves,1,Species,Limbaugh 1955,
Rhacochilus vacca,Norrisia norrisi,Other Fish,Gastropods,1,Species,Limbaugh 1955,
Rhacochilus vacca,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Ellison et al.1979,
Rhacochilus vacca,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Ellison et al.1979,
Rhacochilus vacca,Phidolopora labiata,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhacochilus vacca,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Pista elongata,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Pugettia producta,Other Fish,Crabs & Lobsters,1,Family,Ellison et al.1979,
Rhacochilus vacca,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Rhacochilus vacca,Strongylocentrotus franciscanus,Other Fish,Urchins,1,Group,Ellison et al.1979,
Rhacochilus vacca,Strongylocentrotus purpuratus,Other Fish,Urchins,1,Group,Ellison et al.1979,
Rhacochilus vacca,Thalamoporella californica,Other Fish,Bryozoans,0,Species,Ellison et al.1979,
Rhacochilus vacca,Unidentified Arborescent Bryozoan spp.,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Rhinogobiops nicholsii,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Hobson and Chess 2001,
Rhinogobiops nicholsii,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Crassadoma gigantea,Other Fish,Bivalves,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Diopatra ornata,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Hiatella arctica,Other Fish,Bivalves,1,Species,Hobson and Chess 2001,
Rhinogobiops nicholsii,Mytilus californianus,Other Fish,Bivalves,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Pista elongata,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Rhinogobiops nicholsii,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Scorpaena guttata,Alloclinus holderi,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Aulorhynchus flavidus,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Bothid spp.,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Brachyistius frenatus,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,"Quast 1968, Robbins 2006",
Scorpaena guttata,Caulolatilus princeps,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Chromis punctipinnis,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Citharichthys stigmaeus,Other Fish,Other Fish,1,Species,Robbins 2006,
Scorpaena guttata,Cottid spp.,Other Fish,Other Fish,1,Species,Robbins 2006,
Scorpaena guttata,Cymatogaster aggregata,Other Fish,Other Fish,1,Species,Robbins 2006,
Scorpaena guttata,Embiotoca jacksoni,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Embiotoca lateralis,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Embiotoca spp.,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Gibbonsia montereyensis,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Gibbonsia spp.,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Halichoeres semicinctus,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Hyperprosopon argenteum,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Hypsurus caryi,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Hypsypops rubicundus,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Leiocottus hirundo,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Group,"Quast 1968, Robbins 2006",
Scorpaena guttata,Lythrypnus dalli,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Neoclinus blanchardi,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Octopus spp.,Other Fish,Cephalopods,1,Species,Robbins 2006,
Scorpaena guttata,Orthonopias triacis,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Oxyjulis californica,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
Scorpaena guttata,Oxylebius pictus,Other Fish,Other Fish,1,Group,Quast 1968,Fish 100mm and greater
