"","Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Source","URL"
"4021","Nymphalidae","Junonia orithya","Verbenaceae","Phyla nodiflora","EOL","http://eol.org/data_objects/9191241"
"4022","Nymphalidae","Junonia orithya","Plantaginaceae","Plantago amplexicaulis","EOL","http://eol.org/data_objects/23036058"
"4023","Nymphalidae","Junonia orithya","Plantaginaceae","Plantago amplexicaulis","EOL","http://eol.org/data_objects/9191241"
"4024","Nymphalidae","Junonia orithya","Lamiaceae","Plectranthus scandens","EOL","http://eol.org/data_objects/23036058"
"4025","Nymphalidae","Junonia orithya","Lamiaceae","Plectranthus scandens","EOL","http://eol.org/data_objects/9191241"
"4026","Nymphalidae","Junonia orithya","Acanthaceae","Pseuderanthemum variabile","EOL","http://eol.org/data_objects/23036058"
"4027","Nymphalidae","Junonia orithya","Acanthaceae","Pseuderanthemum variabile","EOL","http://eol.org/data_objects/9191241"
"4028","Nymphalidae","Junonia orithya","Scrophulariaceae","Striga asiatica","EOL","http://eol.org/data_objects/23036058"
"4029","Nymphalidae","Junonia orithya","Scrophulariaceae","Striga asiatica","EOL","http://eol.org/data_objects/9191241"
"4030","Nymphalidae","Junonia orithya","Scrophulariaceae","Striga hermonthica","EOL","http://eol.org/data_objects/23036058"
"4031","Nymphalidae","Junonia orithya","Scrophulariaceae","Striga hermonthica","EOL","http://eol.org/data_objects/9191241"
"4032","Nymphalidae","Junonia orithya","Acanthaceae","Thunbergia alata","EOL","http://eol.org/data_objects/23036058"
"4033","Nymphalidae","Junonia orithya","Acanthaceae","Thunbergia alata","EOL","http://eol.org/data_objects/9191241"
"4034","Nymphalidae","Junonia orithya","Violaceae","Viola odorata","EOL","http://eol.org/data_objects/23036058"
"4035","Nymphalidae","Junonia orithya","Violaceae","Viola odorata","EOL","http://eol.org/data_objects/9191241"
"4036","Nymphalidae","Junonia orithya","Scrophulariaceae","Cycnium adonense","EOL","http://eol.org/data_objects/23036058"
"4037","Nymphalidae","Junonia orithya","Scrophulariaceae","Cycnium adonense","EOL","http://eol.org/data_objects/9191241"
"4038","Nymphalidae","Junonia orithya","Scrophulariaceae","Graderia subintegra","EOL","http://eol.org/data_objects/23036058"
"4039","Nymphalidae","Junonia orithya","Scrophulariaceae","Graderia subintegra","EOL","http://eol.org/data_objects/9191241"
"4040","Nymphalidae","Junonia orithya","Scrophulariaceae","Angelonia","EOL","http://eol.org/data_objects/23036058"
"4041","Nymphalidae","Junonia orithya","Scrophulariaceae","Angelonia","EOL","http://eol.org/data_objects/9191241"
"4042","Nymphalidae","Junonia orithya","Annonaceae","Annona","EOL","http://eol.org/data_objects/23036058"
"4043","Nymphalidae","Junonia orithya","Annonaceae","Annona","EOL","http://eol.org/data_objects/9191241"
"4044","Nymphalidae","Junonia orithya","Scrophulariaceae","Antirrhinum","EOL","http://eol.org/data_objects/23036058"
"4045","Nymphalidae","Junonia orithya","Scrophulariaceae","Antirrhinum","EOL","http://eol.org/data_objects/9191241"
"4046","Nymphalidae","Junonia orithya","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/23036058"
"4047","Nymphalidae","Junonia orithya","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/9191241"
"4048","Nymphalidae","Junonia orithya","Scrophulariaceae","Buchnera","EOL","http://eol.org/data_objects/23036058"
"4049","Nymphalidae","Junonia orithya","Scrophulariaceae","Buchnera","EOL","http://eol.org/data_objects/9191241"
"4050","Nymphalidae","Junonia orithya","Lamiaceae","Englerastrum","EOL","http://eol.org/data_objects/23036058"
"4051","Nymphalidae","Junonia orithya","Lamiaceae","Englerastrum","EOL","http://eol.org/data_objects/9191241"
"4052","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/23036058"
"4053","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/9191241"
"4054","Nymphalidae","Junonia orithya","Convolvulaceae","Ipomoea","EOL","http://eol.org/data_objects/23036058"
"4055","Nymphalidae","Junonia orithya","Convolvulaceae","Ipomoea","EOL","http://eol.org/data_objects/9191241"
"4056","Nymphalidae","Junonia orithya","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/23036058"
"4057","Nymphalidae","Junonia orithya","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/9191241"
"4058","Nymphalidae","Junonia orithya","Acanthaceae","Lepidagathis","EOL","http://eol.org/data_objects/23036058"
"4059","Nymphalidae","Junonia orithya","Acanthaceae","Lepidagathis","EOL","http://eol.org/data_objects/9191241"
"4060","Nymphalidae","Junonia orithya","Scrophulariaceae","Misopates","EOL","http://eol.org/data_objects/23036058"
"4061","Nymphalidae","Junonia orithya","Scrophulariaceae","Misopates","EOL","http://eol.org/data_objects/9191241"
"4062","Nymphalidae","Junonia orithya","Verbenaceae","Phyla","EOL","http://eol.org/data_objects/23036058"
"4063","Nymphalidae","Junonia orithya","Verbenaceae","Phyla","EOL","http://eol.org/data_objects/9191241"
"4064","Nymphalidae","Junonia orithya","Plantaginaceae","Plantago","EOL","http://eol.org/data_objects/23036058"
"4065","Nymphalidae","Junonia orithya","Plantaginaceae","Plantago","EOL","http://eol.org/data_objects/9191241"
"4066","Nymphalidae","Junonia orithya","Lamiaceae","Plectranthus","EOL","http://eol.org/data_objects/23036058"
"4067","Nymphalidae","Junonia orithya","Lamiaceae","Plectranthus","EOL","http://eol.org/data_objects/9191241"
"4068","Nymphalidae","Junonia orithya","Acanthaceae","Pseuderanthemum","EOL","http://eol.org/data_objects/23036058"
"4069","Nymphalidae","Junonia orithya","Acanthaceae","Pseuderanthemum","EOL","http://eol.org/data_objects/9191241"
"4070","Nymphalidae","Junonia orithya","Scrophulariaceae","Striga","EOL","http://eol.org/data_objects/23036058"
"4071","Nymphalidae","Junonia orithya","Scrophulariaceae","Striga","EOL","http://eol.org/data_objects/9191241"
"4072","Nymphalidae","Junonia orithya","Acanthaceae","Thunbergia","EOL","http://eol.org/data_objects/23036058"
"4073","Nymphalidae","Junonia orithya","Acanthaceae","Thunbergia","EOL","http://eol.org/data_objects/9191241"
"4074","Nymphalidae","Junonia orithya","Violaceae","Viola","EOL","http://eol.org/data_objects/23036058"
"4075","Nymphalidae","Junonia orithya","Violaceae","Viola","EOL","http://eol.org/data_objects/9191241"
"4076","Nymphalidae","Junonia orithya","Scrophulariaceae","Cycnium","EOL","http://eol.org/data_objects/23036058"
"4077","Nymphalidae","Junonia orithya","Scrophulariaceae","Cycnium","EOL","http://eol.org/data_objects/9191241"
"4078","Nymphalidae","Junonia orithya","Scrophulariaceae","Graderia","EOL","http://eol.org/data_objects/23036058"
"4079","Nymphalidae","Junonia orithya","Scrophulariaceae","Graderia","EOL","http://eol.org/data_objects/9191241"
"14128","Nymphalidae","Junonia orithya","Acanthaceae","Justicia procumbens","BHL","http://www.biodiversitylibrary.org/page/36220730"
"14129","Nymphalidae","Junonia orithya","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/33666387"
"14130","Nymphalidae","Junonia orithya","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/35558592"
"14131","Nymphalidae","Junonia orithya","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/5450269"
"14132","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/10122750"
"14133","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/33666387"
"14134","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/10916294"
"14135","Nymphalidae","Junonia orithya","Acanthaceae","Justicia","BHL","http://www.biodiversitylibrary.org/page/30152546"
"14136","Nymphalidae","Junonia orithya","Acanthaceae","Justicia","BHL","http://www.biodiversitylibrary.org/page/36220730"
"14137","Nymphalidae","Junonia orithya","Convolvulaceae","Convolvulus","BHL","http://www.biodiversitylibrary.org/page/29834246"
"4099","Nymphalidae","Junonia rhadama","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22434977"
"4126","Nymphalidae","Junonia sophia","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/22434979"
"4127","Nymphalidae","Junonia sophia","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22434979"
"4128","Nymphalidae","Junonia sophia","Acanthaceae","Hypoestes","EOL","http://eol.org/data_objects/22434979"
"4129","Nymphalidae","Junonia sophia","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/22434979"
"4130","Nymphalidae","Junonia sophia","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/22434979"
"4122","Nymphalidae","Junonia stygia","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/22963140"
"4123","Nymphalidae","Junonia stygia","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22963140"
"4124","Nymphalidae","Junonia stygia","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/22963140"
"4125","Nymphalidae","Junonia stygia","Acanthaceae","Phaulopsis","EOL","http://eol.org/data_objects/22963140"
"4131","Nymphalidae","Junonia terea","Acanthaceae","Asystasia gangetica","EOL","http://eol.org/data_objects/23780157"
"4132","Nymphalidae","Junonia terea","Acanthaceae","Phaulopsis imbricata","EOL","http://eol.org/data_objects/23780157"
"4133","Nymphalidae","Junonia terea","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/23780157"
"4134","Nymphalidae","Junonia terea","Acanthaceae","Phaulopsis","EOL","http://eol.org/data_objects/23780157"
"4135","Nymphalidae","Junonia terea","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/23780157"
"4088","Nymphalidae","Junonia villida","Plantaginaceae","Plantago","EOL","http://eol.org/data_objects/22641350"
"4089","Nymphalidae","Junonia villida","Verbenaceae","Verbena","EOL","http://eol.org/data_objects/22641350"
"12012","Nymphalidae","Junonia villida","Portulacaceae","Portulaca oleracea","BHL","http://www.biodiversitylibrary.org/page/30013313"
"12013","Nymphalidae","Junonia villida","Portulacaceae","Portulaca","BHL","http://www.biodiversitylibrary.org/page/30013313"
"12014","Nymphalidae","Junonia villida","Goodeniaceae","Scaevola","BHL","http://www.biodiversitylibrary.org/page/30013313"
"4091","Nymphalidae","Junonia westermanni","no especificado","Paulowilhemlmia","EOL","http://eol.org/data_objects/22696674"
"4092","Nymphalidae","Junonia westermanni","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/22696674"
"4093","Nymphalidae","Junonia westermanni","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22696674"
"4094","Nymphalidae","Junonia westermanni","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/22696674"
"4095","Nymphalidae","Junonia westermanni","Amaranthaceae","Pupalia","EOL","http://eol.org/data_objects/22696674"
"4096","Nymphalidae","Junonia westermanni","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/22696674"
"4097","Nymphalidae","Junonia westermanni","Acanthaceae","Brillantaisia","EOL","http://eol.org/data_objects/22696674"
"10442","Nymphalidae","Kallima horsfieldi","Acanthaceae","Strobilanthes callosus","BHL","http://www.biodiversitylibrary.org/page/29882549"
"10443","Nymphalidae","Kallima horsfieldi","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/29882549"
"4260","Nymphalidae","Kallima inachus","Urticaceae","Girardinia diversifolia","EOL","http://eol.org/data_objects/23344821"
"4261","Nymphalidae","Kallima inachus","Acanthaceae","Hygrophila salicifolia","EOL","http://eol.org/data_objects/23344821"
"4262","Nymphalidae","Kallima inachus","Acanthaceae","Lepidagathis formosensis","EOL","http://eol.org/data_objects/23344821"
"4263","Nymphalidae","Kallima inachus","Rosaceae","Prunus persica","EOL","http://eol.org/data_objects/23344821"
"4264","Nymphalidae","Kallima inachus","Acanthaceae","Strobilanthes glandulifera","EOL","http://eol.org/data_objects/23344821"
"4265","Nymphalidae","Kallima inachus","Acanthaceae","Strobilanthes tashiroi","EOL","http://eol.org/data_objects/23344821"
"4266","Nymphalidae","Kallima inachus","Urticaceae","Girardinia","EOL","http://eol.org/data_objects/23344821"
"4267","Nymphalidae","Kallima inachus","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/23344821"
"4268","Nymphalidae","Kallima inachus","Acanthaceae","Lepidagathis","EOL","http://eol.org/data_objects/23344821"
"4269","Nymphalidae","Kallima inachus","Polygonaceae","Polygonum","EOL","http://eol.org/data_objects/23344821"
"4270","Nymphalidae","Kallima inachus","Rosaceae","Prunus","EOL","http://eol.org/data_objects/23344821"
"4271","Nymphalidae","Kallima inachus","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/23344821"
"12728","Nymphalidae","Kallima inachus","Polygonaceae","Polygonum","BHL","http://www.biodiversitylibrary.org/page/30887879"
"12729","Nymphalidae","Kallima inachus","Rosaceae","Prunus","BHL","http://www.biodiversitylibrary.org/page/10025075"
"12730","Nymphalidae","Kallima inachus","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/30166484"
"12731","Nymphalidae","Kallima inachus","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/30887486"
"12732","Nymphalidae","Kallima inachus","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/30887879"
"4272","Nymphalidae","Kallima limborgii","Acanthaceae","Pseuderanthemum malabaricum","EOL","http://eol.org/data_objects/21645549"
"4273","Nymphalidae","Kallima limborgii","Acanthaceae","Strobilanthes callosus","EOL","http://eol.org/data_objects/21645549"
"4274","Nymphalidae","Kallima limborgii","Acanthaceae","Pseuderanthemum","EOL","http://eol.org/data_objects/21934545"
"4275","Nymphalidae","Kallima limborgii","Acanthaceae","Pseuderanthemum","EOL","http://eol.org/data_objects/21645549"
"4276","Nymphalidae","Kallima limborgii","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/21934545"
"4277","Nymphalidae","Kallima limborgii","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/21645549"
"4278","Nymphalidae","Kallima paralekta","Acanthaceae","Pseuderanthemum","EOL","http://eol.org/data_objects/21934545"
"4279","Nymphalidae","Kallima paralekta","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/21934545"
"14677","Nymphalidae","Kallima philarchus","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/35558236"
"5849","Hesperiidae","Kedestes barberae","Poaceae","Imperata cylindrica","EOL","http://eol.org/data_objects/22542706"
"5850","Hesperiidae","Kedestes barberae","Poaceae","Imperata","EOL","http://eol.org/data_objects/22542706"
"5851","Hesperiidae","Kedestes brunneostriga","Poaceae","Setaria","EOL","http://eol.org/data_objects/22700461"
"5852","Hesperiidae","Kedestes lenis","Poaceae","Imperata cylindrica","EOL","http://eol.org/data_objects/23091256"
"5853","Hesperiidae","Kedestes lenis","Poaceae","Imperata","EOL","http://eol.org/data_objects/23091256"
"15908","Hesperiidae","Kedestes lenis","Poaceae","Imperata","BHL","http://www.biodiversitylibrary.org/page/40891362"
"5854","Hesperiidae","Kedestes macomo","Poaceae","Imperata cylindrica","EOL","http://eol.org/data_objects/23091259"
"5855","Hesperiidae","Kedestes macomo","Poaceae","Imperata","EOL","http://eol.org/data_objects/23091259"
"5856","Hesperiidae","Kedestes niveostriga","Poaceae","Imperata cylindrica","EOL","http://eol.org/data_objects/22571034"
"5857","Hesperiidae","Kedestes niveostriga","Poaceae","Pennisetum clandestinum","EOL","http://eol.org/data_objects/22571034"
"5858","Hesperiidae","Kedestes niveostriga","Poaceae","Pennisetum macrourum","EOL","http://eol.org/data_objects/22571034"
"5859","Hesperiidae","Kedestes niveostriga","Poaceae","Imperata","EOL","http://eol.org/data_objects/22571034"
"5860","Hesperiidae","Kedestes niveostriga","Poaceae","Pennisetum","EOL","http://eol.org/data_objects/22571034"
"14683","Nymphalidae","Kirinia climene","Poaceae","Poa annua","BHL","http://www.biodiversitylibrary.org/page/29950256"
"14684","Nymphalidae","Kirinia climene","Poaceae","Poa","BHL","http://www.biodiversitylibrary.org/page/29950256"
"6808","Pieridae","Kricogonia lyside","Zygophyllaceae","Guaiacum angustifolium","EOL","http://eol.org/data_objects/18725808"
"6809","Pieridae","Kricogonia lyside","Zygophyllaceae","Guaiacum officinale","EOL","http://eol.org/data_objects/18725808"
"6810","Pieridae","Kricogonia lyside","Zygophyllaceae","Guaiacum","EOL","http://eol.org/data_objects/18725808"
"20412","Pieridae","Kricogonia lyside","Zygophyllaceae","Guaiacum officinale","BHL","http://www.biodiversitylibrary.org/page/4126664"
"20413","Pieridae","Kricogonia lyside","Zygophyllaceae","Guaiacum","BHL","http://www.biodiversitylibrary.org/page/4126664"
"20414","Pieridae","Kricogonia lyside","Zygophyllaceae","Guaiacum","BHL","http://www.biodiversitylibrary.org/page/41005756"
"7144","Lycaenidae","Lachnocnema bibulus","no especificado","Psyllidae","EOL","http://eol.org/data_objects/23110350"
"24775","Lycaenidae","Lachnocnema bibulus","no especificado","Jassidae","BHL","http://www.biodiversitylibrary.org/page/40873823"
"24776","Lycaenidae","Lachnocnema bibulus","no especificado","Membracidae","BHL","http://www.biodiversitylibrary.org/page/40873823"
