"","Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Source","URL"
"15711","Hesperiidae","Jonaspyge aesculapus","Lauraceae","Ocotea veraguensis","BHL","http://www.biodiversitylibrary.org/page/41005604"
"15712","Hesperiidae","Jonaspyge aesculapus","Cunoniaceae","Weinmannia","BHL","http://www.biodiversitylibrary.org/page/41005604"
"15713","Hesperiidae","Jonaspyge aesculapus","Lauraceae","Beilschmiedia","BHL","http://www.biodiversitylibrary.org/page/41005604"
"15714","Hesperiidae","Jonaspyge aesculapus","Lauraceae","Nectandra","BHL","http://www.biodiversitylibrary.org/page/41005604"
"15715","Hesperiidae","Jonaspyge aesculapus","Lauraceae","Ocotea","BHL","http://www.biodiversitylibrary.org/page/41005604"
"15716","Hesperiidae","Jonaspyge aesculapus","Lauraceae","Persea","BHL","http://www.biodiversitylibrary.org/page/41005604"
"9186","Riodinidae","Juditha caucana","Fabaceae","Senna papillosa","EOL","http://eol.org/data_objects/13122002"
"9187","Riodinidae","Juditha caucana","Fabaceae","Inga","EOL","http://eol.org/data_objects/13122002"
"9188","Riodinidae","Juditha caucana","Fabaceae","Senna","EOL","http://eol.org/data_objects/13122002"
"9189","Riodinidae","Juditha caucana","Fabaceae","Acacia","EOL","http://eol.org/data_objects/13122002"
"9190","Riodinidae","Juditha molpe","Passifloraceae","Passiflora adenopoda","EOL","http://eol.org/data_objects/13122002"
"9191","Riodinidae","Juditha molpe","Sapindaceae","Paullinia bracteosa","EOL","http://eol.org/data_objects/13122002"
"9192","Riodinidae","Juditha molpe","Sapindaceae","Serjania mexicana","EOL","http://eol.org/data_objects/13122002"
"9193","Riodinidae","Juditha molpe","Simaroubaceae","Simaba cedron","EOL","http://eol.org/data_objects/13122002"
"9194","Riodinidae","Juditha molpe","Fabaceae","Acacia","EOL","http://eol.org/data_objects/13122002"
"9195","Riodinidae","Juditha molpe","Sapindaceae","Cardiospermum","EOL","http://eol.org/data_objects/13122002"
"9196","Riodinidae","Juditha molpe","Fabaceae","Inga","EOL","http://eol.org/data_objects/13122002"
"9197","Riodinidae","Juditha molpe","Fabaceae","Lonchocarpus","EOL","http://eol.org/data_objects/13122002"
"9198","Riodinidae","Juditha molpe","Passifloraceae","Passiflora","EOL","http://eol.org/data_objects/13122002"
"9199","Riodinidae","Juditha molpe","Sapindaceae","Paullinia","EOL","http://eol.org/data_objects/13122002"
"9200","Riodinidae","Juditha molpe","Simaroubaceae","Picramnia","EOL","http://eol.org/data_objects/13122002"
"9201","Riodinidae","Juditha molpe","Fabaceae","Pithecellobium","EOL","http://eol.org/data_objects/13122002"
"9202","Riodinidae","Juditha molpe","Sapindaceae","Serjania","EOL","http://eol.org/data_objects/13122002"
"9203","Riodinidae","Juditha molpe","Simaroubaceae","Simaba","EOL","http://eol.org/data_objects/13122002"
"9204","Riodinidae","Juditha molpe","Malpighiaceae","Stigmaphyllon","EOL","http://eol.org/data_objects/13122002"
"9205","Riodinidae","Juditha molpe","Dilleniaceae","Tetracera","EOL","http://eol.org/data_objects/13122002"
"14252","Nymphalidae","Junea doraete","Poaceae","Chusquea","BHL","http://www.biodiversitylibrary.org/page/41024621"
"4150","Nymphalidae","Junonia almana","Verbenaceae","Phyla nodiflora","EOL","http://eol.org/data_objects/18685145"
"4151","Nymphalidae","Junonia almana","Acanthaceae","Acanthus","EOL","http://eol.org/data_objects/18685145"
"4152","Nymphalidae","Junonia almana","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/18685145"
"4153","Nymphalidae","Junonia almana","Gesneriaceae","Gloxinia","EOL","http://eol.org/data_objects/18685145"
"4154","Nymphalidae","Junonia almana","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/18685145"
"4155","Nymphalidae","Junonia almana","Verbenaceae","Phyla","EOL","http://eol.org/data_objects/18685145"
"13831","Nymphalidae","Junonia almana","Scrophulariaceae","Mimulus gracilis","BHL","http://www.biodiversitylibrary.org/page/10024976"
"13832","Nymphalidae","Junonia almana","Scrophulariaceae","Mimulus gracilis","BHL","http://www.biodiversitylibrary.org/page/25452070"
"13833","Nymphalidae","Junonia almana","Scrophulariaceae","Mimulus gracilis","BHL","http://www.biodiversitylibrary.org/page/7613763"
"13834","Nymphalidae","Junonia almana","Scrophulariaceae","Antirrhinum","BHL","http://www.biodiversitylibrary.org/page/9960079"
"13835","Nymphalidae","Junonia almana","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/33666386"
"13836","Nymphalidae","Junonia almana","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/35558593"
"13837","Nymphalidae","Junonia almana","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/2081646"
"13838","Nymphalidae","Junonia almana","Gesneriaceae","Gloxinia","BHL","http://www.biodiversitylibrary.org/page/11427416"
"13839","Nymphalidae","Junonia almana","Gesneriaceae","Gloxinia","BHL","http://www.biodiversitylibrary.org/page/33666386"
"13840","Nymphalidae","Junonia almana","Gesneriaceae","Gloxinia","BHL","http://www.biodiversitylibrary.org/page/35558593"
"13841","Nymphalidae","Junonia almana","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/10122750"
"13842","Nymphalidae","Junonia almana","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/32618095"
"13843","Nymphalidae","Junonia almana","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/33666386"
"13844","Nymphalidae","Junonia almana","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/35558593"
"13845","Nymphalidae","Junonia almana","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/10916294"
"13846","Nymphalidae","Junonia almana","Scrophulariaceae","Mimulus","BHL","http://www.biodiversitylibrary.org/page/10024976"
"13847","Nymphalidae","Junonia almana","Scrophulariaceae","Mimulus","BHL","http://www.biodiversitylibrary.org/page/25452070"
"13848","Nymphalidae","Junonia almana","Scrophulariaceae","Mimulus","BHL","http://www.biodiversitylibrary.org/page/7613763"
"13849","Nymphalidae","Junonia almana","Melastomataceae","Osbeckia","BHL","http://www.biodiversitylibrary.org/page/33666386"
"13850","Nymphalidae","Junonia almana","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/33666386"
"13851","Nymphalidae","Junonia almana","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/30254801"
"4098","Nymphalidae","Junonia artaxia","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/19228400"
"4144","Nymphalidae","Junonia atlites","Amaranthaceae","Alternanthera philoxeroides","EOL","http://eol.org/data_objects/22432219"
"4145","Nymphalidae","Junonia atlites","Acanthaceae","Hygrophila lancea","EOL","http://eol.org/data_objects/22432219"
"4146","Nymphalidae","Junonia atlites","Acanthaceae","Hygrophila salicifolia","EOL","http://eol.org/data_objects/22432219"
"4147","Nymphalidae","Junonia atlites","Amaranthaceae","Alternanthera","EOL","http://eol.org/data_objects/22432219"
"4148","Nymphalidae","Junonia atlites","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22432219"
"4149","Nymphalidae","Junonia atlites","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/22432219"
"4140","Nymphalidae","Junonia chorimene","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/19228403"
"4141","Nymphalidae","Junonia chorimene","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/19228403"
"4142","Nymphalidae","Junonia chorimene","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/19228403"
"4143","Nymphalidae","Junonia chorimene","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/19228403"
"3977","Nymphalidae","Junonia coenia","Scrophulariaceae","Antirrhinum","EOL","http://eol.org/data_objects/18652785"
"3978","Nymphalidae","Junonia coenia","Scrophulariaceae","Antirrhinum","EOL","http://eol.org/data_objects/23343646"
"3979","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","EOL","http://eol.org/data_objects/18652785"
"3980","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","EOL","http://eol.org/data_objects/23343646"
"3981","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","EOL","http://eol.org/data_objects/18652785"
"3982","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","EOL","http://eol.org/data_objects/23343646"
"3983","Nymphalidae","Junonia coenia","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/23343646"
"3984","Nymphalidae","Junonia coenia","Crassulaceae","Sedum","EOL","http://eol.org/data_objects/18652785"
"3985","Nymphalidae","Junonia coenia","Verbenaceae","Verbena","EOL","http://eol.org/data_objects/20604822"
"13679","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago lanceolata","BHL","http://www.biodiversitylibrary.org/page/14910323"
"13680","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago lanceolata","BHL","http://www.biodiversitylibrary.org/page/14959646"
"13681","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago lanceolata","BHL","http://www.biodiversitylibrary.org/page/41134847"
"13682","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago lanceolata","BHL","http://www.biodiversitylibrary.org/page/41134856"
"13683","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago lanceolata","BHL","http://www.biodiversitylibrary.org/page/41134857"
"13684","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago major","BHL","http://www.biodiversitylibrary.org/page/11777835"
"13685","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago major","BHL","http://www.biodiversitylibrary.org/page/26951075"
"13686","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago major","BHL","http://www.biodiversitylibrary.org/page/41134847"
"13687","Nymphalidae","Junonia coenia","Scrophulariaceae","Antirrhinum","BHL","http://www.biodiversitylibrary.org/page/34214569"
"13688","Nymphalidae","Junonia coenia","Scrophulariaceae","Antirrhinum","BHL","http://www.biodiversitylibrary.org/page/41024474"
"13689","Nymphalidae","Junonia coenia","Scrophulariaceae","Antirrhinum","BHL","http://www.biodiversitylibrary.org/page/9960079"
"13690","Nymphalidae","Junonia coenia","Garryaceae","Aucuba","BHL","http://www.biodiversitylibrary.org/page/5447520"
"13691","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","BHL","http://www.biodiversitylibrary.org/page/9721240"
"13692","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","BHL","http://www.biodiversitylibrary.org/page/24480884"
"13693","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","BHL","http://www.biodiversitylibrary.org/page/11777835"
"13694","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","BHL","http://www.biodiversitylibrary.org/page/26951075"
"13695","Nymphalidae","Junonia coenia","Scrophulariaceae","Linaria","BHL","http://www.biodiversitylibrary.org/page/41024474"
"13696","Nymphalidae","Junonia coenia","Verbenaceae","Lippia","BHL","http://www.biodiversitylibrary.org/page/41136006"
"13697","Nymphalidae","Junonia coenia","Scrophulariaceae","Mimulus","BHL","http://www.biodiversitylibrary.org/page/34201891"
"13698","Nymphalidae","Junonia coenia","Scrophulariaceae","Mimulus","BHL","http://www.biodiversitylibrary.org/page/9721242"
"13699","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/21686089"
"13700","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/39257103"
"13701","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/1184689"
"13702","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/4691494"
"13703","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/10081229"
"13704","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/28023243"
"13705","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/14910323"
"13706","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/14959646"
"13707","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/11777835"
"13708","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/26951075"
"13709","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/41134847"
"13710","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/41134856"
"13711","Nymphalidae","Junonia coenia","Plantaginaceae","Plantago","BHL","http://www.biodiversitylibrary.org/page/41134857"
"13712","Nymphalidae","Junonia coenia","Scrophulariaceae","Seymeria","BHL","http://www.biodiversitylibrary.org/page/41136006"
"13713","Nymphalidae","Junonia coenia","Verbenaceae","Verbena","BHL","http://www.biodiversitylibrary.org/page/41136012"
"13714","Nymphalidae","Junonia coenia","Scrophulariaceae","Veronica","BHL","http://www.biodiversitylibrary.org/page/41024474"
"3986","Nymphalidae","Junonia evarete","Verbenaceae","Verbena","EOL","http://eol.org/data_objects/13128598"
"14506","Nymphalidae","Junonia evarete","Verbenaceae","Stachytarpheta jamaicensis","BHL","http://www.biodiversitylibrary.org/page/40017281"
"14507","Nymphalidae","Junonia evarete","Scrophulariaceae","Agalinis","BHL","http://www.biodiversitylibrary.org/page/33310430"
"14508","Nymphalidae","Junonia evarete","Verbenaceae","Lippia","BHL","http://www.biodiversitylibrary.org/page/41141668"
"14509","Nymphalidae","Junonia evarete","Verbenaceae","Stachytarpheta","BHL","http://www.biodiversitylibrary.org/page/40017281"
"14510","Nymphalidae","Junonia evarete","Verbenaceae","Stachytarpheta","BHL","http://www.biodiversitylibrary.org/page/41141668"
"14511","Nymphalidae","Junonia evarete","Verbenaceae","Verbena","BHL","http://www.biodiversitylibrary.org/page/41141668"
"3987","Nymphalidae","Junonia genoveva","Acanthaceae","Ruellia tuberosa","EOL","http://eol.org/data_objects/17744127"
"3988","Nymphalidae","Junonia genoveva","Acanthaceae","Blechum","EOL","http://eol.org/data_objects/17744127"
"3989","Nymphalidae","Junonia genoveva","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/17744127"
"3990","Nymphalidae","Junonia genoveva","Verbenaceae","Stachytarpheta","EOL","http://eol.org/data_objects/17744127"
"3991","Nymphalidae","Junonia genoveva","Scrophulariaceae","Stemodia","EOL","http://eol.org/data_objects/14410685"
"4090","Nymphalidae","Junonia hierta","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/15642984"
"12356","Nymphalidae","Junonia hierta","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/33666387"
"12357","Nymphalidae","Junonia hierta","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/35558592"
"12358","Nymphalidae","Junonia hierta","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/2081646"
"12359","Nymphalidae","Junonia hierta","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/10122750"
"12360","Nymphalidae","Junonia hierta","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/33666387"
"12361","Nymphalidae","Junonia hierta","Acanthaceae","Justicia","BHL","http://www.biodiversitylibrary.org/page/5450271"
"4100","Nymphalidae","Junonia iphita","Acanthaceae","Hygrophila costata","EOL","http://eol.org/data_objects/23237212"
"4101","Nymphalidae","Junonia iphita","Acanthaceae","Hygrophila costata","EOL","http://eol.org/data_objects/9191240"
"4102","Nymphalidae","Junonia iphita","Acanthaceae","Justicia micrantha","EOL","http://eol.org/data_objects/23237212"
"4103","Nymphalidae","Junonia iphita","Acanthaceae","Justicia micrantha","EOL","http://eol.org/data_objects/9191240"
"4104","Nymphalidae","Junonia iphita","Acanthaceae","Justicia procumbens","EOL","http://eol.org/data_objects/23237212"
"4105","Nymphalidae","Junonia iphita","Acanthaceae","Justicia procumbens","EOL","http://eol.org/data_objects/9191240"
"4106","Nymphalidae","Junonia iphita","Acanthaceae","Justicia sphaerosperma","EOL","http://eol.org/data_objects/23237212"
"4107","Nymphalidae","Junonia iphita","Acanthaceae","Justicia sphaerosperma","EOL","http://eol.org/data_objects/9191240"
"4108","Nymphalidae","Junonia iphita","Acanthaceae","Lepidagathis formosensis","EOL","http://eol.org/data_objects/23237212"
"4109","Nymphalidae","Junonia iphita","Acanthaceae","Lepidagathis formosensis","EOL","http://eol.org/data_objects/9191240"
"4110","Nymphalidae","Junonia iphita","Acanthaceae","Strobilanthes callosus","EOL","http://eol.org/data_objects/23237212"
"4111","Nymphalidae","Junonia iphita","Acanthaceae","Strobilanthes callosus","EOL","http://eol.org/data_objects/9191240"
"4112","Nymphalidae","Junonia iphita","Acanthaceae","Strobilanthes formosanus","EOL","http://eol.org/data_objects/23237212"
"4113","Nymphalidae","Junonia iphita","Acanthaceae","Strobilanthes formosanus","EOL","http://eol.org/data_objects/9191240"
"4114","Nymphalidae","Junonia iphita","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/23237212"
"4115","Nymphalidae","Junonia iphita","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/9191240"
"4116","Nymphalidae","Junonia iphita","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/23237212"
"4117","Nymphalidae","Junonia iphita","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/9191240"
"4118","Nymphalidae","Junonia iphita","Acanthaceae","Lepidagathis","EOL","http://eol.org/data_objects/23237212"
"4119","Nymphalidae","Junonia iphita","Acanthaceae","Lepidagathis","EOL","http://eol.org/data_objects/9191240"
"4120","Nymphalidae","Junonia iphita","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/23237212"
"4121","Nymphalidae","Junonia iphita","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/9191240"
"14306","Nymphalidae","Junonia iphita","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/10122750"
"4156","Nymphalidae","Junonia lemonias","Amaranthaceae","Alternanthera sessilis","EOL","http://eol.org/data_objects/22955046"
"4157","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria cristata","EOL","http://eol.org/data_objects/22955046"
"4158","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria prionitis","EOL","http://eol.org/data_objects/22955046"
"4159","Nymphalidae","Junonia lemonias","Acanthaceae","Blechum pyramidatum","EOL","http://eol.org/data_objects/22955046"
"4160","Nymphalidae","Junonia lemonias","Acanthaceae","Dyschoriste repens","EOL","http://eol.org/data_objects/22955046"
"4161","Nymphalidae","Junonia lemonias","Acanthaceae","Eranthemum pulchellum","EOL","http://eol.org/data_objects/22955046"
"4162","Nymphalidae","Junonia lemonias","Acanthaceae","Hemigraphis schomburgkii","EOL","http://eol.org/data_objects/22955046"
"4163","Nymphalidae","Junonia lemonias","Acanthaceae","Hygrophila costata","EOL","http://eol.org/data_objects/22955046"
"4164","Nymphalidae","Junonia lemonias","Acanthaceae","Hygrophila lancea","EOL","http://eol.org/data_objects/22955046"
"4165","Nymphalidae","Junonia lemonias","Acanthaceae","Lepidagathis formosensis","EOL","http://eol.org/data_objects/22955046"
"4166","Nymphalidae","Junonia lemonias","Acanthaceae","Lepidagathis incurva","EOL","http://eol.org/data_objects/22955046"
"4167","Nymphalidae","Junonia lemonias","Acanthaceae","Nelsonia canescens","EOL","http://eol.org/data_objects/22955046"
"4168","Nymphalidae","Junonia lemonias","Rubiaceae","Ophiorrhiza japonica","EOL","http://eol.org/data_objects/22955046"
"4169","Nymphalidae","Junonia lemonias","Verbenaceae","Phyla nodiflora","EOL","http://eol.org/data_objects/22955046"
"4170","Nymphalidae","Junonia lemonias","Acanthaceae","Ruellia tuberosa","EOL","http://eol.org/data_objects/22955046"
"4171","Nymphalidae","Junonia lemonias","Malvaceae","Sida rhombifolia","EOL","http://eol.org/data_objects/22955046"
"4172","Nymphalidae","Junonia lemonias","Acanthaceae","Strobilanthes formosanus","EOL","http://eol.org/data_objects/22955046"
"4173","Nymphalidae","Junonia lemonias","Amaranthaceae","Alternanthera","EOL","http://eol.org/data_objects/22955046"
"4174","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22955046"
"4175","Nymphalidae","Junonia lemonias","Acanthaceae","Blechum","EOL","http://eol.org/data_objects/22955046"
"4176","Nymphalidae","Junonia lemonias","Malvaceae","Corchorus","EOL","http://eol.org/data_objects/22955046"
"4177","Nymphalidae","Junonia lemonias","Acanthaceae","Dyschoriste","EOL","http://eol.org/data_objects/22955046"
"4178","Nymphalidae","Junonia lemonias","Acanthaceae","Eranthemum","EOL","http://eol.org/data_objects/22955046"
"4179","Nymphalidae","Junonia lemonias","Acanthaceae","Hemigraphis","EOL","http://eol.org/data_objects/22955046"
"4180","Nymphalidae","Junonia lemonias","Acanthaceae","Hygrophila","EOL","http://eol.org/data_objects/22955046"
"4181","Nymphalidae","Junonia lemonias","Acanthaceae","Lepidagathis","EOL","http://eol.org/data_objects/22955046"
"4182","Nymphalidae","Junonia lemonias","Acanthaceae","Nelsonia","EOL","http://eol.org/data_objects/22955046"
"4183","Nymphalidae","Junonia lemonias","Rubiaceae","Ophiorrhiza","EOL","http://eol.org/data_objects/22955046"
"4184","Nymphalidae","Junonia lemonias","Verbenaceae","Phyla","EOL","http://eol.org/data_objects/22955046"
"4185","Nymphalidae","Junonia lemonias","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/22955046"
"4186","Nymphalidae","Junonia lemonias","Malvaceae","Sida","EOL","http://eol.org/data_objects/22955046"
"4187","Nymphalidae","Junonia lemonias","Acanthaceae","Strobilanthes","EOL","http://eol.org/data_objects/22955046"
"14322","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria prionitis","BHL","http://www.biodiversitylibrary.org/page/2081646"
"14323","Nymphalidae","Junonia lemonias","Malvaceae","Sida rhombifolia","BHL","http://www.biodiversitylibrary.org/page/25452070"
"14324","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/11427418"
"14325","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/33666386"
"14326","Nymphalidae","Junonia lemonias","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/2081646"
"14327","Nymphalidae","Junonia lemonias","Acanthaceae","Hygrophila","BHL","http://www.biodiversitylibrary.org/page/33666386"
"14328","Nymphalidae","Junonia lemonias","Acanthaceae","Nelsonia","BHL","http://www.biodiversitylibrary.org/page/33666386"
"14329","Nymphalidae","Junonia lemonias","Malvaceae","Sida","BHL","http://www.biodiversitylibrary.org/page/25452070"
"14330","Nymphalidae","Junonia lemonias","Acanthaceae","Strobilanthes","BHL","http://www.biodiversitylibrary.org/page/33666386"
"4136","Nymphalidae","Junonia natalica","Acanthaceae","Asystasia gangetica","EOL","http://eol.org/data_objects/19212609"
"4137","Nymphalidae","Junonia natalica","Acanthaceae","Phaulopsis imbricata","EOL","http://eol.org/data_objects/19212609"
"4138","Nymphalidae","Junonia natalica","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/19212609"
"4139","Nymphalidae","Junonia natalica","Acanthaceae","Phaulopsis","EOL","http://eol.org/data_objects/19212609"
"4080","Nymphalidae","Junonia oenone","Acanthaceae","Asystasia gangetica","EOL","http://eol.org/data_objects/23035031"
"4081","Nymphalidae","Junonia oenone","Acanthaceae","Mackaya bella","EOL","http://eol.org/data_objects/23035031"
"4082","Nymphalidae","Junonia oenone","no especificado","Pualowilhelmia","EOL","http://eol.org/data_objects/23035031"
"4083","Nymphalidae","Junonia oenone","no especificado","Ruella","EOL","http://eol.org/data_objects/23035031"
"4084","Nymphalidae","Junonia oenone","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/23035031"
"4085","Nymphalidae","Junonia oenone","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/23035031"
"4086","Nymphalidae","Junonia oenone","Acanthaceae","Mackaya","EOL","http://eol.org/data_objects/23035031"
"4087","Nymphalidae","Junonia oenone","Acanthaceae","Isoglossa","EOL","http://eol.org/data_objects/23035031"
"3992","Nymphalidae","Junonia orithya","Scrophulariaceae","Angelonia salicariifolia","EOL","http://eol.org/data_objects/23036058"
"3993","Nymphalidae","Junonia orithya","Scrophulariaceae","Angelonia salicariifolia","EOL","http://eol.org/data_objects/9191241"
"3994","Nymphalidae","Junonia orithya","Annonaceae","Annona senegalensis","EOL","http://eol.org/data_objects/23036058"
"3995","Nymphalidae","Junonia orithya","Annonaceae","Annona senegalensis","EOL","http://eol.org/data_objects/9191241"
"3996","Nymphalidae","Junonia orithya","Scrophulariaceae","Antirrhinum majus","EOL","http://eol.org/data_objects/23036058"
"3997","Nymphalidae","Junonia orithya","Scrophulariaceae","Antirrhinum majus","EOL","http://eol.org/data_objects/9191241"
"3998","Nymphalidae","Junonia orithya","Acanthaceae","Asystasia gangetica","EOL","http://eol.org/data_objects/23036058"
"3999","Nymphalidae","Junonia orithya","Acanthaceae","Asystasia gangetica","EOL","http://eol.org/data_objects/9191241"
"4000","Nymphalidae","Junonia orithya","Acanthaceae","Asystasia scandens","EOL","http://eol.org/data_objects/23036058"
"4001","Nymphalidae","Junonia orithya","Acanthaceae","Asystasia scandens","EOL","http://eol.org/data_objects/9191241"
"4002","Nymphalidae","Junonia orithya","Scrophulariaceae","Buchnera linearis","EOL","http://eol.org/data_objects/23036058"
"4003","Nymphalidae","Junonia orithya","Scrophulariaceae","Buchnera linearis","EOL","http://eol.org/data_objects/9191241"
"4004","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila salicifolia","EOL","http://eol.org/data_objects/23036058"
"4005","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila salicifolia","EOL","http://eol.org/data_objects/9191241"
"4006","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila senegalensis","EOL","http://eol.org/data_objects/23036058"
"4007","Nymphalidae","Junonia orithya","Acanthaceae","Hygrophila senegalensis","EOL","http://eol.org/data_objects/9191241"
"4008","Nymphalidae","Junonia orithya","Convolvulaceae","Ipomoea batatas","EOL","http://eol.org/data_objects/23036058"
"4009","Nymphalidae","Junonia orithya","Convolvulaceae","Ipomoea batatas","EOL","http://eol.org/data_objects/9191241"
"4010","Nymphalidae","Junonia orithya","Acanthaceae","Justicia micrantha","EOL","http://eol.org/data_objects/23036058"
"4011","Nymphalidae","Junonia orithya","Acanthaceae","Justicia micrantha","EOL","http://eol.org/data_objects/9191241"
"4012","Nymphalidae","Junonia orithya","Acanthaceae","Justicia procumbens","EOL","http://eol.org/data_objects/23036058"
"4013","Nymphalidae","Junonia orithya","Acanthaceae","Justicia procumbens","EOL","http://eol.org/data_objects/9191241"
"4014","Nymphalidae","Junonia orithya","Acanthaceae","Lepidagathis formosensis","EOL","http://eol.org/data_objects/23036058"
"4015","Nymphalidae","Junonia orithya","Acanthaceae","Lepidagathis formosensis","EOL","http://eol.org/data_objects/9191241"
"4016","Nymphalidae","Junonia orithya","Acanthaceae","Lepidagathis prostrata","EOL","http://eol.org/data_objects/23036058"
"4017","Nymphalidae","Junonia orithya","Acanthaceae","Lepidagathis prostrata","EOL","http://eol.org/data_objects/9191241"
"4018","Nymphalidae","Junonia orithya","Scrophulariaceae","Misopates orontium","EOL","http://eol.org/data_objects/23036058"
"4019","Nymphalidae","Junonia orithya","Scrophulariaceae","Misopates orontium","EOL","http://eol.org/data_objects/9191241"
"4020","Nymphalidae","Junonia orithya","Verbenaceae","Phyla nodiflora","EOL","http://eol.org/data_objects/23036058"
