"Fish No","Fish Species","Date ","Date #","Site ","SL(mm)","Stomach volume","Stomach status","C. Method","Detritus","Sand","Diatoms","Centric diatoms","Pennate diatoms","Oscillatoria ","Filamentous algae","Green algae","Other blue green algae","Unicellular green algae","Brown algae","Golden brown algae","Nostocales (Blue green algae)","Chara","Ruppia maritima","Other macrophytes","Seeds","Invertebrate eggs ","Fish bones","Lucania parva eggs","Other fish eggs","Catfish egg","Unidentified bone","Fish eyes","Fish otolith","Ctenoid fish scale","Cycloid fish scale","Dinoflagellates (Noctiluca spp.)","Protozoa","Bivalvia","Gastropoda","Nematode","Nemotode(Parasite)","Calanoida copepoda","Harpacticoida copepoda","Copepoda nauplii","Cyclopoid copepoda","Cladocera","Rotifera","Unidefined zooplankton","Chironomidae larvae","Diptera 1","Diptera 2","Diptera midges(pupa)","Polycheate worm","Other annelid worms","Amphipoda(Gammarus spp.)","Corophium sp (amphipoda)","Decopoda larvae","Isopoda","Unidentified invertebrate","Other Ephemeroptera(Mayfly)","Ephemeroptera (Baetidae)","Coleoptera","Other Hymenoptera","Odonate","Damselfly","Other Thrips","Thysanoptera (thrips)","Pteromalitidae (Hymenoptera)","Hemiptera","Homoptera","Unidentified insect larvae","Arachnida ","Unidentified insects","Mollusks (Oyster)","Other Mollusks","Ostracoda","Brachyura (Crab zoea)","Mysidacea","Penaeid shrimp post larvae","Unidentified shrimp","Palaemonotes pugio","Peneaus setiferus","Peneaus aztecus","Callinectes sapidus","Other crabs","Neopunope sayi (mud crab)","Myrophis punctatus (speckled worm eel)","Mugil cephalus","Brevoortia patronus","Lepisosteus osseus ","Fundulus  grandis","Other fundulus species","Cyprinodon variegatus","Pogonias cromis","Menidia beryllina","Anchoa mitchilli","Other Sciaenidae species","Lagodon rhomboides","Ariopsis felis","Leiostomus xanthurus","Gobiosoma bosc","Lucania parva","Micropogonias undulatus","Cynoscion nebulosus","Poecilia latipinna","Unidentified fish","Unidentified fish larvae","Other Gobiidae ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Micropogonias undulatus","01.30.99",6,2,18.8,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Micropogonias undulatus","01.30.99",6,2,15.8,0.002,,"Seine",,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,0.0012,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Micropogonias undulatus","12.05.98",5,2,27.2,0.002,,"Seine",0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,0.0001,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Micropogonias undulatus","12.05.98",5,2,23.5,0.002,,"Seine",0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Micropogonias undulatus","12.05.98",5,2,24.3,0.002,,"Seine",,0.0002,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,0.0001,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Micropogonias undulatus","12.05.98",5,2,19.7,0.002,,"Seine",0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Micropogonias undulatus","12.05.98",5,2,16.7,0.002,,"Seine",,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00006,,0.0009,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Micropogonias undulatus","12.05.98",5,2,20.2,0.002,,"Seine",0.0004,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,0.0002,,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"Micropogonias undulatus","01.30.99",6,3,22.7,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Micropogonias undulatus","01.30.99",6,3,26.9,0.002,,"Seine",0.0003,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Micropogonias undulatus","03.07.98",1,3,34,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Micropogonias undulatus","12.05.98",5,3,23.5,0.002,,"Seine",,,,0.00014,,,,,,,,,,,,,,,,,,,,,,0.00004,,,,,,,,0.00182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Micropogonias undulatus","01.30.99",6,4,19.2,0.002,,"Seine",0.001,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Micropogonias undulatus","01.30.99",6,4,18.5,0.002,,"Seine",0.0014,0.0002,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,,,,,0.00006,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Micropogonias undulatus","01.30.99",6,4,21.3,0.002,,"Seine",0.001,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"Micropogonias undulatus","01.30.99",6,4,16,0.002,,"Seine",0.0004,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"Micropogonias undulatus","01.30.99",6,4,18.3,0.002,,"Seine",0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Micropogonias undulatus","01.30.99",6,4,21,0.002,,"Seine",0.00006,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,,0.0004,,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Micropogonias undulatus","01.30.99",6,4,19.4,0.002,,"Seine",0.0001,0.0001,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,0.0003,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Micropogonias undulatus","01.30.99",6,4,21.9,0.002,,"Seine",0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Micropogonias undulatus","01.30.99",6,4,18.9,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,,,,,,,,,0.00198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Micropogonias undulatus","01.30.99",6,4,18.9,0.002,,"Seine",,,,,,,,,,,,,,,,,,0.00002,,,,,,,,,,,,,,0.00038,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Micropogonias undulatus","03.07.98",1,4,30.4,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Micropogonias undulatus","03.07.98",1,4,23.5,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Micropogonias undulatus","12.05.98",5,4,20.4,0.002,,"Seine",,,0.00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Micropogonias undulatus","12.05.98",5,4,23.2,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Micropogonias undulatus","12.05.98",5,4,24.3,0.002,,"Seine",0.00016,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Micropogonias undulatus","12.05.98",5,4,27.6,0.002,,"Seine",0.0008,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,0.0002,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Micropogonias undulatus","12.05.98",5,4,22.9,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Micropogonias undulatus","12.05.98",5,6,32.8,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Micropogonias undulatus","12.05.98",5,6,37.7,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Mugil cephalus","03.07.98",1,6,24.2,0.002,,"Seine",,0.0009,,0.0009,0.0001,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Neopanope sayi","12.05.98",5,5,11.5,0.002,,"Seine",0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Neopanope sayi","01.30.99",6,6,7.2,0.002,,"Seine",0.0016,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Peneaus setiferus","10.03.98",4,1,82.5,0.002,,"Seine",0.0007,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Peneaus setiferus","10.03.98",4,3,48.2,0.002,,"Seine",0.0012,0.0002,,,0.00016,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,0.00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Peneaus setiferus","12.05.98",5,5,67.3,0.002,,"Seine",0.0012,0.0006,,,,,0.00014,,,,,,,,,,,,,,,,,,,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Syngnathus scovelli","12.05.98",5,3,35.7,0.002,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Anchoa mitchilli","12.05.98",5,5,27.9,0.002,,"Seine",0.0014,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Gobionellus boleosoma","12.05.98",5,6,20.7,0.002,,"Seine",0.001,0.0002,,,0.00056,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Lucania parva","12.05.98",5,1,27.4,0.002,,"Seine",0.00106,0.0007,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Palaemonetes pugio","03.07.98",1,3,34.7,0.002,,"Seine",0.0011,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Palaemonetes pugio","03.07.98",1,6,32.1,0.002,,"Seine",0.0013,0.0006,,0.00002,,,0.00008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Leiostomus xanthurus","01.30.99",6,5,12.7,0.0022,,"Seine",0.0004,0.00038,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,0.0004,,,,,,,,,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Leiostomus xanthurus","03.07.98",1,6,41.7,0.0023,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000046,,0.000023,,,,,,,,,,,,,0.002231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Micropogonias undulatus","12.05.98",5,3,28.4,0.0024,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Brevoortia patronus","01.30.99",6,4,32.6,0.0025,,"Seine",0.001875,0.0005,,,0.000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Micropogonias undulatus","01.30.99",6,3,19,0.0025,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Micropogonias undulatus","12.05.98",5,3,14.5,0.0025,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Micropogonias undulatus","03.07.98",1,4,23,0.0025,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Micropogonias undulatus","01.30.99",6,6,22.7,0.0025,,"Seine",0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,,,,,,0.001,,,,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Peneaus setiferus","12.05.98",5,4,54,0.0025,,"Seine",0.001625,0.00075,,,0.000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Leiostomus xanthurus","03.07.98",1,1,30.5,0.003,,"Seine",,,,,,,,,,,,,,,,,,0.00012,,,,,,,,,,,0.00012,,,0.00045,,0.0012,,,,,,,0.0003,,,0.00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Leiostomus xanthurus","03.07.98",1,4,30,0.003,,"Seine",,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,0.00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Menidia beryllina","12.05.98",5,1,27.8,0.003,,"Seine",,0.0003,,0.00006,0.00006,0.00015,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"Menidia beryllina","12.05.98",5,2,33.3,0.003,,"Seine",0.0003,,,,,,,,,,,,,,,,,,,,,,,,,0.00003,,,,,,,,0.0006,,0.0018,,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Achirus lineatus","10.03.98",4,5,42.1,0.003,,"Seine",0.0009,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,,,,,,,,,,,,,0.00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Anchoa mitchilli","10.03.98",4,2,32,0.003,,"Seine",,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,0.0006,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Anchoa mitchilli","10.03.98",4,2,23.1,0.003,,"Seine",,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Anchoa mitchilli","10.03.98",4,2,30.8,0.003,,"Seine",,0.00015,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027,,,,,0.00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Anchoa mitchilli","12.05.98",5,2,25,0.003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Anchoa mitchilli","12.05.98",5,2,25.5,0.003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Anchoa mitchilli","10.03.98",4,3,42.7,0.003,,"Seine",,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00027,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Anchoa mitchilli","12.05.98",5,3,25.4,0.003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Anchoa mitchilli","12.05.98",5,3,25.7,0.003,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021,,,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
