,"Fish No","Fish Species","Date ",,"Site ","SL(mm)","Stomach volume","Stomach status","C. Method","Detritus","Sand","Diatoms","Centric diatoms","Pennate diatoms","Oscillatoria ","Filamentous algae","Green algae","Other blue green algae","Unicellular green algae","Brown algae","Golden brown algae","Nostocales (Blue green algae)","Chara","Ruppia maritima","Other macrophytes","Seeds","Invertebrate eggs ","Fish bones","Lucania parva eggs","Other fish eggs","Catfish egg","Unidentified bone","Fish eyes","Fish otolith","Ctenoid fish scale","Cycloid fish scale","Dinoflagellates (Noctiluca spp.)","Protozoa","Bivalvia","Gastropoda","Nematode","Nemotode(Parasite)","Calanoida copepoda","Harpacticoida copepoda","Copepoda nauplii","Cyclopoid copepoda","Cladocera","Rotifera","Unidefined zooplankton","Chironomidae larvae","Diptera 1","Diptera 2","Diptera midges(pupa)","Polycheate worm","Other annelid worms","Amphipoda(Gammarus spp.)","Corophium sp(amphipoda)","Decopoda larvae","Isopoda","Unidentified invertebrate","Other Ephemeroptera(Mayfly)","Ephemeroptera(Baetidae)","Coleoptera","Other Hymenoptera","Odonate","Damselfly","Other Thrips","Thysanoptera (thrips)","Pteromalitidae(Hymenoptera)","Hemiptera","Homoptera","Unidentified insect larvae","Arachnida ","Unidentified insects","Mollusks (Oyster)","Other Mollusks","Ostracoda","Brachyura (Crab zoea)","Mysidacea","Penneid shrimp post larvae","Unidentified shrimp","Palaemonotes pugio","Peneaus setiferus","Peneaus aztecus","Callinectes sapidus","Other crabs","Neopunope sayi(mud crab)","Myrophis punctatus (speckled worm eel)","Mugil cephalus","Brevoortia patronus","Lepisosteus osseus ","Fundulus  grandis","Other fundulus species","Cyprinodon variegatus","Pogonias cromis","Menidia beryllina","Anchoa mitchilli","Other Sciaenidae species","Lagodon rhomboides","Arius felis","Leiostomus xanthurus","Gobiosoma bosc","Lucania parva","Micropogonias undulatus","Cynoscion nebulosus","Poecilia latipinna","Unidentified fish","Unidentified fish larvae","Other Gobiidae ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Anchoa mitchilli","10.03.98",,1,25.2,0.0003,,"Seine",,0.000075,,,0.000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Anchoa mitchilli","10.03.98",,1,18.4,0.0001,,"Seine",,0.00001,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Anchoa mitchilli","10.03.98",,1,39.2,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"Anchoa mitchilli","10.03.98",,1,31.2,0.001,,"Seine",,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Anchoa mitchilli","10.03.98",,1,30.2,0.0001,,"Seine",,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004,,0.00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Anchoa mitchilli","10.03.98",,1,30.8,0.0005,,"Seine",,0.00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Anchoa mitchilli","10.03.98",,1,27.8,0.0001,,"Seine",,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"Anchoa mitchilli","10.03.98",,1,23.2,0.0001,,"Seine",,0.00008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,"Anchoa mitchilli","10.03.98",,1,24.5,0.0001,,"Seine",,0.00008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,"Anchoa mitchilli","10.03.98",,1,26.1,0.0001,,"Seine",,0.000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,,,0.000005,0.00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,"Anchoa mitchilli","10.03.98",,1,21,0.002,,"Seine",,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,"Anchoa mitchilli","10.03.98",,1,20.5,0.00005,,"Seine",,0.000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,"Anchoa mitchilli","10.03.98",,1,20.2,0.001,,"Seine",,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"Anchoa mitchilli","10.03.98",,2,34.7,0.007,,"Seine",,0.00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,,,,,,,,,,0.0014,,,,,,,,0.00175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Anchoa mitchilli","10.03.98",,2,25.6,0.0002,,"Seine",,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Anchoa mitchilli","10.03.98",,2,32,0.003,,"Seine",,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,,,,,,0.0006,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Anchoa mitchilli","10.03.98",,2,36.5,0.012,,"Seine",,0.00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"Anchoa mitchilli","10.03.98",,2,29.8,0.001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Anchoa mitchilli","10.03.98",,2,28.4,0.001,,"Seine",,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00085,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Anchoa mitchilli","10.03.98",,2,24.9,0.002,,"Seine",,0.0004,,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Anchoa mitchilli","10.03.98",,2,26.1,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"Anchoa mitchilli","10.03.98",,2,25,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,"Anchoa mitchilli","10.03.98",,2,27.1,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,"Anchoa mitchilli","10.03.98",,2,23.1,0.003,,"Seine",,0.00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,"Anchoa mitchilli","10.03.98",,2,24,0.001,,"Seine",,0.0001,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,"Anchoa mitchilli","10.03.98",,2,21.7,0.0005,,"Seine",,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,"Anchoa mitchilli","10.03.98",,2,23,0.0001,,"Seine",,0.00005,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,"Anchoa mitchilli","10.03.98",,2,30.8,0.003,,"Seine",,0.00015,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027,,,,,0.00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,"Anchoa mitchilli","10.03.98",,2,23.3,0.0001,,"Seine",,0.000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000095,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,"Anchoa mitchilli","10.03.98",,2,23.5,0.0001,,"Seine",,0.000007,,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000075,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,"Anchoa mitchilli","10.03.98",,2,25.6,0.0001,,"Seine",,0.000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001,,0.000075,,,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,"Anchoa mitchilli","10.03.98",,2,23.1,0.0003,,"Seine",,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000015,,,,,,0.00021,,,0.00006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,"Anchoa mitchilli","10.03.98",,2,21,0.0001,,"Seine",,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,0.000045,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,"Anchoa mitchilli","10.03.98",,2,21.3,0.0001,,"Seine",,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,0.000045,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,"Anchoa mitchilli","10.03.98",,2,21.2,0.00005,,"Seine",,0.000005,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,"Anchoa mitchilli","10.03.98",,2,22.1,0.0001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,0.00001,,,,0.00004,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,"Anchoa mitchilli","10.03.98",,2,21.3,0.0001,,"Seine",,0.000035,,,,,0.000001,,,,,,,,,,,,,,,,,,,,,,,0.000035,,,,,,0.000019,,,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,"Anchoa mitchilli","10.03.98",,2,20,0.00005,,"Seine",,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00002,,,,,,0.00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,"Anchoa mitchilli","10.03.98",,2,35.4,0.005,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,"Anchoa mitchilli","10.03.98",,2,32.7,0.0001,,"Seine",,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,"Anchoa mitchilli","10.03.98",,2,34.3,0.01,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,"Anchoa mitchilli","10.03.98",,2,27.3,0.0001,,"Seine",,0.00002,,,0.000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,"Anchoa mitchilli","10.03.98",,2,30,0.00007,,"Seine",,0.000005,,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,"Anchoa mitchilli","10.03.98",,3,33.4,0.013,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"Anchoa mitchilli","10.03.98",,3,31.8,0.0001,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000015,,,,0.000085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,"Anchoa mitchilli","10.03.98",,3,31.4,0.006,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"Anchoa mitchilli","10.03.98",,3,31,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"Anchoa mitchilli","10.03.98",,3,23.8,0.00001,,"Seine",0.000003,0.000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"Anchoa mitchilli","10.03.98",,3,24.8,0.0002,,"Seine",,0.00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,"Anchoa mitchilli","10.03.98",,3,34,0.026,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Anchoa mitchilli","10.03.98",,3,30.5,0.0015,,"Seine",,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,"Anchoa mitchilli","10.03.98",,3,26.3,0.0005,,"Seine",,0.00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,0.000025,,,,,,,0.000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,"Anchoa mitchilli","10.03.98",,3,33.5,0.005,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,"Anchoa mitchilli","10.03.98",,3,48.7,0.005,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,"Anchoa mitchilli","10.03.98",,3,46.4,0.0002,,"Seine",0.00013,0.00004,,,,,,,,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,"Anchoa mitchilli","10.03.98",,3,37.6,0.05,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,"Anchoa mitchilli","10.03.98",,3,37.5,0.0001,,"Seine",0.00007,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,"Anchoa mitchilli","10.03.98",,3,40.2,0,"Empty","Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,"Anchoa mitchilli","10.03.98",,3,39,0.007,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,"Anchoa mitchilli","10.03.98",,3,35.7,0.0001,,"Seine",,0.000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,"Anchoa mitchilli","10.03.98",,3,36.6,0.025,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,"Anchoa mitchilli","10.03.98",,3,35.8,0.011,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,"Anchoa mitchilli","10.03.98",,3,36.5,0.006,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,"Anchoa mitchilli","10.03.98",,3,37.3,0.03,,"Seine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,"Anchoa mitchilli","10.03.98",,3,34,0.0001,,"Seine",,0.000055,,0.00003,,,,,,0.000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
