ID,Common_Name,Scientific_Name,Taxonomy,Longitude,Latitude,Altitude_min_m,Altitude_mean_m,Altitude_max_m,Location_Region,Location_Specific,Habitat_type,Observation_Month_Begin,Observation_Year_Begin,Observation_Month_End,Observation_Year_End,Observation_Season,Prey_Kingdom,Prey_Phylum,Prey_Class,Prey_Order,Prey_Suborder,Prey_Family,Prey_Genus,Prey_Scientific_Name,Prey_Stage,Prey_Part,Prey_Common_Name,Fraction_Diet_By_Wt_or_Vol,Fraction_Diet_By_Items,Fraction_Occurrence,Fraction_Diet_Unspecified,Item Sample Size,Bird Sample size,Sites,Study Type,Notes,Source
820,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Epicauta sp ,,,,,,0.0045,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
821,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Epicserus imbricatus ,,,,,,0.0045,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
822,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Phytonomus punctatus ,,,,,,0.0195,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
823,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Anthonomus grandis ,,,,,,0.0075,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
824,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Balaninus sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
825,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Rhodobaenus I3-punctatus,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
826,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Sphenophorus costipennis ,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
827,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Sphenophorus melanocephalus ,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
828,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Coleoptera,,,,Sphenophorus zeae,,,,,,0.0060,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
829,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Diptera,,,,,,,flies,,0.0319,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
830,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Diptera,,,,Tabanus tener,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
831,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Diptera,,,,Tabanus sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
832,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Diptera,,,,Deromyia sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
833,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Diptera,,,,Promachus sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
834,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Diptera,,,,Proctancanthus miliberti,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
835,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Lepidoptera,,,,,,,caterpillars/moths/butterflies,,0.0318,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
836,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Agrotis sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
837,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Lepidoptera,,,,Alabama argillacea,,,,,,0.0030,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
838,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,,,,bugs,,0.0725,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
839,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Tibicen cruentufera,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
840,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Tibicen sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
841,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Podisus spinosis,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
842,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Euscheistus veriolarius,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
843,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Euscheistus fissilis,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
844,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Euscheistus sp,,,,,,0.0105,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
845,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Hymenarcys nervosa,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
846,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Lygaeus turcicus,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
847,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Pymata fasciata,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
848,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Sinea diadema,,,,,,0.0105,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
849,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Gerris marginatus,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
850,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Hemiptera,,,,Hydrometra sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
851,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,,,,grasshoppers/crickets,,0.1183,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
852,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Melanoplus femur-rubrum,,,,,,0.0286,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
853,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Melanoplus sp,,,,,,0.0361,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
854,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Chortophaga viridifasciata,,,,,,0.0060,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
855,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Camnula pellucida,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
856,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Dissosteira carolina,,,,,,0.0030,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
857,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Tettix sp,,,,,,0.0030,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
858,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Udeopsylla robusta,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
859,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Nemobius vittatus,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
860,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Gryllus sp,,,,,,0.0030,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
861,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Orthoptera,,,,Cecanthus sp,,,,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
862,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Mecoptera,,,,,,,scorpionflies,,Trace,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
863,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Odonata,,,,,,,dragonflies,,Trace,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
864,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Arachnida,,,,,,,,spiders,,Trace,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
865,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Chilognatha,,,,,,,,millipedes,,Trace,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
866,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Animalia,Arthropoda,Insecta,Neuroptera,,,,,,,,,Trace,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
867,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,,,fruit and seed,,,0.1107,,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
868,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Taraxacum officinale,,,Dandelion,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
869,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Sambucus canadensis,,,Common elder,,,0.0075,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
870,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Sambucus sp,,,Elder,,,0.0090,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
871,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Solanum nigrum,,,Common nightshade,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
872,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Vaccinium sp,,,Blueberry,,,0.0286,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
873,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Gaylussacia sp,,,Huckleberry,,,0.0060,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
874,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Corneus alterifolia,,,Alternate-leaved dogwood,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
875,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Corneus paniculata,,,Panicled Dogwood,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
876,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Corneus asperifolia,,,Rough-leaved dogwood,,,0.0301,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
877,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Corneus amonum,,,Kinnikinnik,,,0.0030,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
878,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Corneus sp,,,Dogwood,,,0.0075,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
879,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Vitis vulpina,,,Fox grape,,,0.0150,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
880,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Vitis cordifolia,,,Frost grape,,,0.0090,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
881,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Vitis labrusca,,,Northern fox grape,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
882,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Psedera quinquefolia,,,Virginia creeper,,,0.0075,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
883,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Condalia obovata,,,Bluewood,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
884,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Rhamnus lanceolatus,,,Buckthorn,,,0.0060,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
885,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Rhus sp.,,,Sumac,,,0.0015,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
886,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Prunusus sp,,,Domestic cherry,,,0.0165,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
887,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Prunus pennsylvanica,,,Bird cherry,,,0.0060,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
888,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Prunus virginiana,,,Chokecherry,,,0.0150,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
889,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Prunus serotina,,,Wild black cherry,,,0.0120,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
890,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Rubus sp,,,Blackberry/Rasberry,,,0.1113,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
891,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Fragaria vesca,,,Strawberry,,,0.0030,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
892,Eastern Kingbird,Tyrannus tyrannus,"AOU 7th ed., 54th supplement",,,,,,,Multiple,Orchards and open pastures,3,,10,,Spring/Summer,Plantae,,,,,,,Amelanchier canadensis,,,June berry,,,0.0075,,,665,Various,Killed,,"Beal, F. E. L. 1912. Food of our more important flycatchers. U.S. Dep. Agric. Biol. Surv. Bull. 44."
